,"code","code","group","name","cst_in_id:id","cst_out_id:id"
"tax_guideline_","104","104","suspensao","Produtos
industrializados,  que  com  m atérias-prim as  (MP),  produtos
intermediários  (PI)  e
material de embalagem (ME) importados subm etidos a regime aduaneiro especial (drawback
-  suspensão/isenção),  remetidos  diretam ente  a  empresas  industriais  exportadoras  - Art.  43
Inciso  IV do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","105","105","suspensao","Produtos,  destinados à exportação,  que saiam  do estabelecim ento industrial  para empresas
comerciais exportadoras, com o fim específico de exportação - Art. 43,  Inciso V,  alínea ""a"" do
Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","106","106","suspensao","Produtos,  destinados  à  exportação,  que  saiam  do  estabelecim ento  industrial  para  recintos
alfandegados  onde  se  processe  o  despacho  aduaneiro  de  exportação  -  Art.  43,
Inciso  V,
alíneas ""b"" do  Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","107","107","suspensao","Produtos,  destinados  à  exportação,  que  saiam  do  estabelecim ento
industrial  para  outros
locais onde se  processe o despacho aduaneiro de exportação  - Art. 43,  Inciso V,  alíneas ""c""
do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","108","108","suspensao","Matérias-primas (MP), produtos intermediários (PI) e material de embalagem (ME) destinados
ao executor de industrialização por encomenda - Art. 43  Inciso VI do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","109","109","suspensao","Produtos  industrializados  por encomenda  remetidos ao estabelecim ento de  origem  - Art.  43
Inciso VII do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","110","110","suspensao","Matérias-primas ou  produtos  intermediários  remetidos  para emprego em operação industrial
realizada pelo remetente fora do estabelecim ento - Art. 43  Inciso VIII  do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","111","111","suspensao","Veículo,  aeronave  ou  embarcação  destinados  a  emprego  em  provas  de  engenharia  pelo
fabricante - Art. 43  Inciso  IX do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","112","112","suspensao","Produtos remetidos,  para industrialização ou comércio, de um  para outro estabelecim ento da
mesma firm a - Art. 43  Inciso X  do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","113","113","suspensao","Bens  do  ativo  permanente  remetidos  a  outro  estabelecim ento da  mesma firma,  para  serem
utilizados no processo industrial do recebedor - Art. 43  Inciso XI  do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","114","114","suspensao","Bens  do  ativo  permanente
remetidos  a  outro  estabelecimento,  para  serem  utilizados  no
processo industrial de produtos encomendados pelo remetente - Art. 43 Inciso XII do Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","115","115","suspensao","Partes  e  peças  destinadas  ao
reparo  de  produtos  com  defeito  de
fabricação,  quando  a
operação fo r executada gratuitamente, em virtude de garantia - Art. 43  Inciso XIII  do Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","116","116","suspensao","Matérias-primas
(MP),  produtos
intermediários
(PI)  e  material  de  embalagem
(ME)  de
fabricação nacional, vendidos a estabelecim ento industrial,  para industrialização de produtos
destinados  à  exportação  ou  a  estabelecim ento  comercial,  para
industrialização  em  outro
estabelecim ento da mesma firm a ou de terceiro,  de produto destinado à exportação - Art. 43
Inciso XIV do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","117","117","suspensao","Produtos  para  emprego  ou  consumo  na
industrialização  ou  elaboração  de  produto  a  ser
exportado,  adquiridos  no  mercado
interno  ou
importados  -  Art.  43
Inciso  X V   do  Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","118","118","suspensao","Bebidas alcóolicas e demais  produtos de  produção  nacional  acondicionados em  recipientes
de capacidade superior ao  limite  máximo  permitido  para venda a varejo  - Art. 44 do  Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","119","119","suspensao","Produtos  classificados  NCM  21.06.90.10  Ex  02,  22.01,  22.02,  exceto  os  Ex  01  e  Ex  02  do
Código  22.02.90.00  e  22.03  saídos  de  estabelecim ento
industrial  destinado  a  comercial
equiparado a industrial - Art. 45  Inciso  I do Decreto7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","120","120","suspensao","Produtos  classificados  NCM  21.06.90.10  Ex  02,  22.01,  22.02,  exceto  os  Ex  01  e  Ex  02  do
Código  22.02.90.00  e  22.03  saídos  de  estabelecim ento  comercial  equiparado  a
industrial
destinado a equiparado a industrial - Art. 45  Inciso  II  do  Decreto7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","121","121","suspensao","Produtos  classificados  NCM  21.06.90.10  Ex  02,  22.01,  22.02,  exceto  os  Ex  01  e  Ex  02  do
Código 22.02.90.00  e 22.03  saídos  de  importador destinado  a  equiparado a  industrial  - Art.
45  Inciso  III  do Decreto7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","122","122","suspensao","Matérias-primas (MP), produtos intermediários (PI) e material de embalagem (ME) destinados
a  estabelecim ento  que  se  dedique  à  elaboração  de  produtos  classificados  nos  códigos
previstos no art. 25 da Lei  10.684/2003 - Art. 46  Inciso I  do  Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","123","123","suspensao","Matérias-primas (MP), produtos intermediários (PI) e material de embalagem (ME) adquiridos
por estabelecim entos industriais fabricantes de partes e peças destinadas a estabelecimento
industrial fabricante de produto classificado no Capítulo 88 da Tipi - Art. 46 Inciso II do Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","124","124","suspensao","Matérias-primas (MP),  produtos intermediários (PI) e material de embalagem (ME) adquiridos
por  pessoas
jurídicas  preponderantemente  exportadoras
-  Art.  46
Inciso
III  do  Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","125","125","suspensao","Materiais  e  equipam entos  destinados  a  embarcações  pré-registradas  ou
registradas  no
Registro  Especial  Brasileira  -  REB  quando  adquiridos  por estaleiros  navais  brasileiros  - Art.
46  Inciso  IV do  Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","126","126","suspensao","Aquisição
por  beneficiário  de
regime  aduaneiro
suspensivo  do
imposto,
destinado  a
industrialização para exportação - Art. 47 do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","127","127","suspensao","Desembaraço de produtos de  procedência estrangeira importados por lojas francas  - Art. 48
Inciso  I do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","128","128","suspensao","Desembaraço  de  maquinas,  equipamentos,  veículos,  aparelhos  e  instrumentos  sem  sim ilar
nacional importados por empresas nacionais de engenharia, destinados à execução de obras
no exterior - Art. 48  Inciso  II do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","129","129","suspensao","Desembaraço de produtos de procedência estrangeira com  saída de repartições aduaneiras
com  suspensão do Imposto de  Im portação - Art. 48  Inciso  III  do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","130","130","suspensao","Desembaraço  de  matérias-primas,  produtos
intermediários  e  materiais  de  embalagem,
importados  diretam ente  por  estabelecim ento  de  que  tratam  os
incisos
I  a
III  do  caput  do
Decreto 7.212/2010 - Art. 48  Inciso  IV do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","131","131","suspensao","Remessa  de  produtos  para  a  ZFM  destinados  ao  seu  consumo
interno,  utilização  ou
industrialização - Art.  84 do  Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","132","132","suspensao","Remessa  de  produtos  para  a  ZFM  destinados  à  exportação  -  Art.  85
Inciso
I  do  Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","133","133","suspensao","Produtos  que,  antes  de  sua  remessa  à  ZFM,  forem  enviados  pelo  seu  fabricante  a  outro
estabelecimento,  para  industrialização adicional,  por conta e ordem  do destinatário  - Art.  85
Inciso  II  do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","134","134","suspensao","Desembaraço  de  produtos  de  procedência  estrangeira
importados  pela  ZFM  quando  ali
consumidos  ou  utilizados,  exceto  armas,  munições,  fumo,  bebidas  alcoólicas  e  automóveis
de passageiros. - Art.  86 do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","135","135","suspensao","Remessa  de  produtos  para  a  Am azônia  Ocidental  destinados  ao  seu  consumo  interno  ou
utilização - Art.  96 do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","136","136","suspensao","Entrada de produtos estrangeiros na Área de Livre Comércio de Tabatinga - ALCT destinados
ao seu consumo interno ou  utilização - Art.  106 do  Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","137","137","suspensao","Entrada  de  produtos  estrangeiros  na  Área  de  Livre  Comércio  de  Guajará-M irim   -  ALCGM
destinados ao seu  consumo interno ou  utilização - Art.  109 do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","138","138","suspensao","Entrada  de  produtos  estrangeiros  nas  Áreas  de  Livre  Comércio  de  Boa  Vista  -  ALCBV  e
Bomfim
-  ALCB  destinados  a  seu  consumo
interno  ou  utilização
-  Art.  112  do  Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","139","139","suspensao","Entrada de produtos estrangeiros na Área de Livre Comércio de Macapá e Santana - ALCMS
destinados a seu consumo interno ou  utilização - Art.  116 do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","140","140","suspensao","Entrada  de  produtos  estrangeiros  nas  Áreas  de  Livre  Comércio  de  Brasiléia  -  ALCB  e  de
Cruzeiro do Sul - ALCCS destinados a seu consumo interno ou utilização - Art.  119 do Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","141","141","suspensao","Remessa  para  Zona  de  Processamento  de  Exportação
-  ZPE
-  Art.
121
do  Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","142","142","suspensao","Setor Autom otivo -  Desembaraço  aduaneiro,  chassis  e outros -  regime aduaneiro especial  -
industrialização 87.01  a 87.05 - Art.  1 3 6 ,1  do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","143","143","suspensao","Setor Autom otivo -  Do estabelecim ento  industrial  produtos  87.01  a 87.05 da TIPI  - mercado
interno  -  empresa  comercial  atacadista  controlada  por  PJ  encomendante  do  exterior.  -  Art.
136,  II do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","144","144","suspensao","Setor  Autom otivo
-  Do  estabelecim ento
industrial
-  chassis  e  outros  classificados  nas
posições  84.29,  84.32,  84.33,  87.01  a  87.06  e  87.11  da  TIPI.
-  Art.  136,
III  do  Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","145","145","suspensao","Setor  Autom otivo  -  Desembaraço  aduaneiro,  chassis  e  outros  classificados  nas  posições
84.29,  84.32,  84.33,  87.01  a  87.06  e  87.11  da  TIPI  quando
importados  diretam ente  por
estabelecim ento industrial - Art.  136,  IV do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","146","146","suspensao","Setor Automotivo - do estabelecim ento industrial m atérias-primas, os produtos intermediários
e
os  materiais
de
embalagem,
adquiridos
por
fabricantes,
preponderantemente,
de
componentes,  chassis  e  outros  classificados  nos  Códigos  84.29,  8432.40.00,  8432.80.00,
8433.20,  8433.30.00,  8433.40.00,  8433.5  e  87.01  a  87.06  da  TIPI  - Art.  136,  V   do  Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","147","147","suspensao","Setor Autom otivo - Desembaraço aduaneiro,  as m atérias-primas,  os  produtos intermediários
e os materiais de embalagem,  importados diretam ente por fabricantes,  preponderantemente,
de componentes, chassis e outros classificados nos Códigos 84.29, 8432.40.00, 8432.80.00,
8433.20,  8433.30.00,  8433.40.00,  8433.5  e  87.01  a  87.06  da  TIPI  - Art.  136,  VI  do  Decreto
7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","148","148","suspensao","Bens  de
Informática  e  Autom ação
-  matérias-primas,  os  produtos
intermediários  e  os
materiais de embalagem, quando adquiridos por estabelecim entos industriais fabricantes dos
referidos bens.  - Art.  148 do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","149","149","suspensao","Reporto
-  Saída
de  Estabelecimento
de  máquinas
e
outros
quando
adquiridos
por
beneficiários do REPORTO - Art.  166,  I  do  Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","150","150","suspensao","Reporto - Desembaraço aduaneiro de máquinas e outros quando adquiridos por beneficiários
do REPORTO - Art.  166,  II  do Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","151","151","suspensao","Repes - Desembaraço aduaneiro - bens sem sim ilar nacional importados por beneficiários do
REPES - Art.  171  do  Decreto 7.212/2010","cst_ipi_05","cst_ipi_55"
"tax_guideline_","152","152","suspensao","Recine - Saída para beneficiário do regime - Art.  14,  III da Lei  12.599/2012","cst_ipi_05","cst_ipi_55"
"tax_guideline_","153","153","suspensao","Recine - Desembaraço aduaneiro por beneficiário do regime - Art.  14,  IV da Lei  12.599/2012","cst_ipi_05","cst_ipi_55"
"tax_guideline_","154","154","suspensao","R e if- Saída para beneficiário do regime - Lei  12.794/1013,  art. 8,  III","cst_ipi_05","cst_ipi_55"
"tax_guideline_","155","155","suspensao","Reif - Desembaraço aduaneiro por beneficiário do regime - Lei  12.794/1013, art.  8,  IV","cst_ipi_05","cst_ipi_55"
"tax_guideline_","156","156","suspensao","Repnbl-Redes - Saída para beneficiário do regime - Lei  n°  12.715/2012,  art.  30,  II","cst_ipi_05","cst_ipi_55"
"tax_guideline_","157","157","suspensao","Recompe - Saída de m atérias-prim as e produtos intermediários para beneficiários do regime
- Decreto n° 7.243/2010,  art.  5o,  I","cst_ipi_05","cst_ipi_55"
"tax_guideline_","158","158","suspensao","Recompe - Saída de m atérias-prim as e produtos intermediários destinados a industrialização
de  equipam entos -  Program a  Estímulo  Universidade-Em presa - Apoio à  Inovação -  Decreto
n° 7.243/2010,  art.  5o,  III","cst_ipi_05","cst_ipi_55"
"tax_guideline_","159","159","suspensao","Rio  2016  -  Produtos  nacionais,  duráveis,  uso  e  consumo  dos  eventos,  adquiridos  pelas
pessoas jurídicas mencionadas no § 2o do art. 4o da Lei n° 12.780/2013 - Lei n° 12.780/2013,
Art.  13","cst_ipi_05","cst_ipi_55"
"tax_guideline_","160","160","suspensao","Regime Especial de Adm issão Tem porária nos Term os do Art. 2o da  IN  1361/2013","cst_ipi_05","cst_ipi_55"
"tax_guideline_","161","161","suspensao","Regime Especial de  Adm issão Tem porária nos term os do art.  5o da IN  1361/2013","cst_ipi_05","cst_ipi_55"
"tax_guideline_","162","162","suspensao","Regime  Especial
de  Adm issão  Tem porária
nos
term os  do  art.
7o  da
IN
1361/2013
(Suspensão com  pagamento de tributos  diferidos até  a  duração do  regime,  limitado a  100%
do valor original)","cst_ipi_05","cst_ipi_55"
"tax_guideline_","301","301","isencao","Produtos industrializados por instituições de educação ou de assistência social, destinados a
uso  próprio  ou  a  distribuição  gratuita  a  seus  educandos  ou  assistidos  -  Art.  54
Inciso  I  do
Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","302","302","isencao","Produtos
industrializados
por  estabelecim entos
públicos  e  autárquicos  da  União,
dos
Estados,  do  Distrito  Federal  e  dos  Municípios,  não  destinados a  comércio  - Art.  54  Inciso  II
do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","303","303","isencao","Am ostras de produtos para distribuição gratuita, de dim inuto ou nenhum valor comercial - Art.
54  Inciso  III do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","304","304","isencao","Am ostras de tecidos sem valor comercial - Art.  54  Inciso  IV do  Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","305","305","isencao","Pés isolados de calçados - Art.  54  Inciso V  do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","306","306","isencao","Aeronaves  de  uso  militar  e  suas  partes  e  peças,  vendidas  à  União  -  Art.  54
Inciso  VI  do
Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","307","307","isencao","Caixões funerários - Art.  54  Inciso VII do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","308","308","isencao","Papel destinado à impressão de músicas - Art.  54  Inciso VIII  do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","309","309","isencao","Panelas  e  outros  artefatos  semelhantes,  de  uso  doméstico,  de fabricação  rústica,  de  pedra
ou  barro bruto - Art.  54  Inciso  IX do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","310","310","isencao","Chapéus,  roupas  e  proteção,  de couro,  próprios  para tropeiros  - Art.  54  Inciso X  do  Decreto
7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","311","311","isencao","Material  bélico,  de  uso  privativo das  Forças Armadas,  vendido à  União - Art.  54  Inciso XI  do
Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","312","312","isencao","Automóvel  adquirido  diretam ente  a
fabricante  nacional,
pelas  missões  diplom áticas  e
repartições  consulares  de  caráter  permanente,  ou
seus
integrantes,  bem  assim  pelas
representações internacionais ou regionais de que o Brasil seja membro, e seus funcionários,
peritos,
técnicos  e  consultores,  de  nacionalidade  estrangeira,  que  exerçam
funções  de
caráter permanente - Art.  54  Inciso XII  do  Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","313","313","isencao","Veículo
de
fabricação
nacional
adquirido
por
funcionário
das  missões
diplomáticas
acreditadas junto ao Governo Brasileiro - Art.  54  Inciso XIII  do  Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","314","314","isencao","Produtos  nacionais  saídos  diretam ente  para  Lojas  Francas  - Art.  54  Inciso  XIV  do  Decreto
7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","315","315","isencao","Materiais  e  equipamentos  destinados  a
Itaipu  Binacional
-  Art.  54
Inciso  X V   do  Decreto
7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","316","316","isencao","Produtos Importados por missões diplomáticas,  consulados ou organism o internacional - Art.
54  Inciso XVI  do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","317","317","isencao","Bagagem de passageiros desembaraçada com isenção do II. - Art. 54 Inciso XVII do Decreto
7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","318","318","isencao","Bagagem  de  passageiros  desembaraçada  com  pagamento  do  II.  -  Art.  54
Inciso  XVIII  do
Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","319","319","isencao","Remessas  postais  internacionais  sujeitas  a  tributação  simplificada.  -  Art.  54
Inciso  XIX  do
Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","320","320","isencao","Máquinas  e  outros  destinados  à  pesquisa  científica  e  tecnológica  -  Art.  54
Inciso  XX  do
Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","321","321","isencao","Produtos de procedência estrangeira, isentos do II conform e Lei n° 8032/1990. - Art. 54 Inciso
XXI do  Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","322","322","isencao","Produtos de procedência estrangeira utilizados em eventos esportivos - Art. 54 Inciso XXII do
Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","323","323","isencao","Veículos automotores, máquinas, equipamentos,  bem assim suas partes e peças separadas,
destinadas  à  utilização  nas  atividades  dos  Corpos  de  Bombeiros  -  Art.  54
Inciso  XXIII  do
Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","324","324","isencao","Produtos importados para consumo em congressos, feiras e exposições - Art. 54 Inciso XXIV
do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","325","325","isencao","Bens  de
informática,  Matéria  Prima,  produtos
intermediários  e  embalagem  destinados  a
Urnas eletrônicas - TSE - Art.  54  Inciso XXV do  Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","326","326","isencao","Materiais,  equipamentos,  máquinas,  aparelhos  e
instrumentos,  bem  assim  os  respectivos
acessórios, sobressalentes e ferramentas, que os acom panhem , destinados à construção do
Gasoduto  Brasil - Bolívia - Art.  54  Inciso )0<VI  do  Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","327","327","isencao","Partes,  peças  e  componentes,  adquiridos  por  estaleiros  navais  brasileiros,  destinados  ao
emprego na conservação,  modernização,  conversão ou  reparo de embarcações registradas
no Registro  Especial  Brasileiro - REB - Art.  54  Inciso XXVII do  Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","328","328","isencao","Aparelhos
transm issores  e
receptores  de
radiotelefonia  e
radiotelegrafia;  veículos  para
patrulhamento  policial;  arm as  e  munições,  destinados  a  órgãos  de  segurança  pública  da
União, dos  Estados e do Distrito Federal  - Art.  54  Inciso XXVIII do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","329","329","isencao","Automóveis  de  passageiros  de
fabricação  nacional  destinados  à  utilização
como
táxi
adquiridos por m otoristas profissionais - Art.  55  Inciso  I do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","330","330","isencao","Automóveis  de  passageiros  de  fabricação  nacional  destinados  à  utilização  como  táxi  por
impedidos  de  exercer  atividade  por  destruição,
furto  ou
roubo  do  veículo  adquiridos  por
m otoristas profissionais. - Art. 55  Inciso  II  do  Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","331","331","isencao","Automóveis  de  passageiros  de
fabricação  nacional  destinados  à  utilização
como
táxi
adquiridos por cooperativas de trabalho.  - Art.  55  Inciso  II  do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","332","332","isencao","Automóveis  de  passageiros  de  fabricação  nacional,  destinados  a  pessoas  portadoras  de
deficiência física, visual,  mental severa ou profunda, ou autistas - Art. 55 Inciso IV do Decreto
7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","333","333","isencao","Produtos  estrangeiros,  recebidos  em  doação  de  representações  diplom áticas  estrangeiras
sediadas  no  País,  vendidos  em
feiras,  bazares  e  eventos  sem elhantes  por  entidades
beneficentes - Art.  67 do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","334","334","isencao","Produtos  industrializados  na  Zona  Franca  de  Manaus  -  ZFM,  destinados  ao  seu  consumo
interno - Art.  81
Inciso  I do  Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","335","335","isencao","Produtos
industrializados  na  ZFM,  por  estabelecim entos  com  projetos  aprovados  pela
SUFRAMA,  destinados  a  comercialização  em  qualquer outro  ponto  do  Território  Nacional  -
Art.  81
Inciso  II do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","336","336","isencao","Produtos  nacionais  destinados  à  entrada  na  ZFM,  para  seu  consumo  interno,  utilização  ou
industrialização,  ou  ainda,  para  serem
remetidos,  por  intermédio  de  seus  entrepostos,  à
Am azônia Ocidental - Art.  81
Inciso  III  do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","337","337","isencao","Produtos
industrializados  por  estabelecim entos  com  projetos  aprovados  pela  SUFRAMA,
consumidos ou  utilizados na Am azônia  Ocidental,  ou  adquiridos através da ZFM  ou  de seus
entrepostos na referida região - Art.  95  Inciso I  do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","338","338","isencao","Produtos  de  procedência  estrangeira,  relacionados  na  legislação,  oriundos  da  ZFM  e  que
derem  entrada  na  Am azônia  Ocidental  para  ali  serem  consumidos  ou  utilizados:  -  Art.  95
Inciso  II  do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","339","339","isencao","Produtos  elaborados  com  m atérias-prim as  agrícolas  e  extrativas  vegetais  de  produção
regional,  por estabelecim entos  industriais  localizados  na Am azônia  Ocidental,  com  projetos
aprovados pela SUFRAM A - Art.  95  Inciso  III  do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","340","340","isencao","Produtos industrializados em Área de Livre Comércio - Art.  105 do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","341","341","isencao","Produtos  nacionais  ou  nacionalizados,  destinados  à  entrada  na Área  de  Livre  Comércio  de
Tabatinga - ALCT - Art.  107 do  Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
"tax_guideline_","342","342","isencao","Produtos  nacionais  ou  nacionalizados,  destinados  à  entrada  na Área  de  Livre  Comércio  de
Guaiará-Mirim - ALCGM - Art.  110 do Decreto 7.212/2010","cst_ipi_02","cst_ipi_52"
