"id","name",,"ibge_code","state_id:id"
"city_2312809","Senador Sá",,"12809","br_ce"
"city_2312908","Sobral",,"12908","br_ce"
"city_2313005","Solonópole",,"13005","br_ce"
"city_2313104","Tabuleiro do Norte",,"13104","br_ce"
"city_2313203","Tamboril",,"13203","br_ce"
"city_1302108","Japurá",,"02108","br_am"
"city_2313252","Tarrafas",,"13252","br_ce"
"city_2313302","Tauá",,"13302","br_ce"
"city_2313351","Tejuçuoca",,"13351","br_ce"
"city_2313401","Tianguá",,"13401","br_ce"
"city_2313500","Trairi",,"13500","br_ce"
"city_2313559","Tururu",,"13559","br_ce"
"city_2313609","Ubajara",,"13609","br_ce"
"city_2313708","Umari",,"13708","br_ce"
"city_2313757","Umirim",,"13757","br_ce"
"city_2313807","Uruburetama",,"13807","br_ce"
"city_1302207","Juruá",,"02207","br_am"
"city_2313906","Uruoca",,"13906","br_ce"
"city_2313955","Varjota",,"13955","br_ce"
"city_2314003","Várzea Alegre",,"14003","br_ce"
"city_2314102","Viçosa do Ceará",,"14102","br_ce"
"city_2400109","Acari",,"00109","br_rn"
"city_2400208","Açu",,"00208","br_rn"
"city_2400307","Afonso Bezerra",,"00307","br_rn"
"city_2400406","Água Nova",,"00406","br_rn"
"city_2400505","Alexandria",,"00505","br_rn"
"city_2400604","Almino Afonso",,"00604","br_rn"
"city_1302306","Jutaí",,"02306","br_am"
"city_2400703","Alto do Rodrigues",,"00703","br_rn"
"city_2400802","Angicos",,"00802","br_rn"
"city_2400901","Antônio Martins",,"00901","br_rn"
"city_2401008","Apodi",,"01008","br_rn"
"city_2401107","Areia Branca",,"01107","br_rn"
"city_2401206","Arês",,"01206","br_rn"
"city_2401305","Augusto Severo",,"01305","br_rn"
"city_2401404","Baía Formosa",,"01404","br_rn"
"city_2401453","Baraúna",,"01453","br_rn"
"city_2401503","Barcelona",,"01503","br_rn"
"city_1302405","Lábrea",,"02405","br_am"
"city_2401602","Bento Fernandes",,"01602","br_rn"
"city_2401651","Bodó",,"01651","br_rn"
"city_2401701","Bom Jesus",,"01701","br_rn"
"city_2401800","Brejinho",,"01800","br_rn"
"city_2401859","Caiçara do Norte",,"01859","br_rn"
"city_2401909","Caiçara do Rio do Vento",,"01909","br_rn"
"city_2402006","Caicó",,"02006","br_rn"
"city_2402105","Campo Redondo",,"02105","br_rn"
"city_2402204","Canguaretama",,"02204","br_rn"
"city_2402303","Caraúbas",,"02303","br_rn"
"city_1100114","Jaru",,"00114","br_ro"
"city_1302504","Manacapuru",,"02504","br_am"
"city_2402402","Carnaúba dos Dantas",,"02402","br_rn"
"city_2402501","Carnaubais",,"02501","br_rn"
"city_2402600","Ceará-Mirim",,"02600","br_rn"
"city_2402709","Cerro Corá",,"02709","br_rn"
"city_2402808","Coronel Ezequiel",,"02808","br_rn"
"city_2402907","Coronel João Pessoa",,"02907","br_rn"
"city_2403004","Cruzeta",,"03004","br_rn"
"city_2403103","Currais Novos",,"03103","br_rn"
"city_2403202","Doutor Severiano",,"03202","br_rn"
"city_2403251","Parnamirim",,"03251","br_rn"
"city_1302553","Manaquiri",,"02553","br_am"
"city_2403301","Encanto",,"03301","br_rn"
"city_2403400","Equador",,"03400","br_rn"
"city_2403509","Espírito Santo",,"03509","br_rn"
"city_2403608","Extremoz",,"03608","br_rn"
"city_2403707","Felipe Guerra",,"03707","br_rn"
"city_2403756","Fernando Pedroza",,"03756","br_rn"
"city_2403806","Florânia",,"03806","br_rn"
"city_2403905","Francisco Dantas",,"03905","br_rn"
"city_2404002","Frutuoso Gomes",,"04002","br_rn"
"city_2404101","Galinhos",,"04101","br_rn"
"city_1302603","Manaus",,"02603","br_am"
"city_2404200","Goianinha",,"04200","br_rn"
"city_2404309","Governador Dix-Sept Rosado",,"04309","br_rn"
"city_2404408","Grossos",,"04408","br_rn"
"city_2404507","Guamaré",,"04507","br_rn"
"city_2404606","Ielmo Marinho",,"04606","br_rn"
"city_2404705","Ipanguaçu",,"04705","br_rn"
"city_2404804","Ipueira",,"04804","br_rn"
"city_2404853","Itajá",,"04853","br_rn"
"city_2404903","Itaú",,"04903","br_rn"
"city_2405009","Jaçanã",,"05009","br_rn"
"city_1302702","Manicoré",,"02702","br_am"
"city_2405108","Jandaíra",,"05108","br_rn"
"city_2405207","Janduís",,"05207","br_rn"
"city_2405306","Januário Cicco",,"05306","br_rn"
"city_2405405","Japi",,"05405","br_rn"
"city_2405504","Jardim de Angicos",,"05504","br_rn"
"city_2405603","Jardim de Piranhas",,"05603","br_rn"
"city_2405702","Jardim do Seridó",,"05702","br_rn"
"city_2405801","João Câmara",,"05801","br_rn"
"city_2405900","João Dias",,"05900","br_rn"
"city_2406007","José da Penha",,"06007","br_rn"
"city_1302801","Maraã",,"02801","br_am"
"city_2406106","Jucurutu",,"06106","br_rn"
"city_2406155","Jundiá",,"06155","br_rn"
"city_2406205","Lagoa d'Anta",,"06205","br_rn"
"city_2406304","Lagoa de Pedras",,"06304","br_rn"
"city_2406403","Lagoa de Velhos",,"06403","br_rn"
"city_2406502","Lagoa Nova",,"06502","br_rn"
"city_2406601","Lagoa Salgada",,"06601","br_rn"
"city_2406700","Lajes",,"06700","br_rn"
"city_2406809","Lajes Pintadas",,"06809","br_rn"
"city_2406908","Lucrécia",,"06908","br_rn"
"city_1302900","Maués",,"02900","br_am"
"city_2407005","Luís Gomes",,"07005","br_rn"
"city_2407104","Macaíba",,"07104","br_rn"
"city_2407203","Macau",,"07203","br_rn"
"city_2407252","Major Sales",,"07252","br_rn"
"city_2407302","Marcelino Vieira",,"07302","br_rn"
"city_2407401","Martins",,"07401","br_rn"
"city_2407500","Maxaranguape",,"07500","br_rn"
"city_2407609","Messias Targino",,"07609","br_rn"
"city_2407708","Montanhas",,"07708","br_rn"
"city_2407807","Monte Alegre",,"07807","br_rn"
"city_1303007","Nhamundá",,"03007","br_am"
"city_2407906","Monte das Gameleiras",,"07906","br_rn"
"city_2408003","Mossoró",,"08003","br_rn"
"city_2408102","Natal",,"08102","br_rn"
"city_2408201","Nísia Floresta",,"08201","br_rn"
"city_2408300","Nova Cruz",,"08300","br_rn"
"city_2408409","Olho-d'Água do Borges",,"08409","br_rn"
"city_2408508","Ouro Branco",,"08508","br_rn"
"city_2408607","Paraná",,"08607","br_rn"
"city_2408706","Paraú",,"08706","br_rn"
"city_2408805","Parazinho",,"08805","br_rn"
"city_1303106","Nova Olinda do Norte",,"03106","br_am"
"city_2408904","Parelhas",,"08904","br_rn"
"city_2408953","Rio do Fogo",,"08953","br_rn"
"city_2409100","Passa e Fica",,"09100","br_rn"
"city_2409209","Passagem",,"09209","br_rn"
"city_2409308","Patu",,"09308","br_rn"
"city_2409332","Santa Maria",,"09332","br_rn"
"city_2409407","Pau dos Ferros",,"09407","br_rn"
"city_2409506","Pedra Grande",,"09506","br_rn"
"city_2409605","Pedra Preta",,"09605","br_rn"
"city_2409704","Pedro Avelino",,"09704","br_rn"
"city_1303205","Novo Airão",,"03205","br_am"
"city_2409803","Pedro Velho",,"09803","br_rn"
"city_2409902","Pendências",,"09902","br_rn"
"city_2410009","Pilões",,"10009","br_rn"
"city_2410108","Poço Branco",,"10108","br_rn"
"city_2410207","Portalegre",,"10207","br_rn"
"city_2410256","Porto do Mangue",,"10256","br_rn"
"city_2410306","Presidente Juscelino",,"10306","br_rn"
"city_2410405","Pureza",,"10405","br_rn"
"city_2410504","Rafael Fernandes",,"10504","br_rn"
"city_2410603","Rafael Godeiro",,"10603","br_rn"
"city_1303304","Novo Aripuanã",,"03304","br_am"
"city_2410702","Riacho da Cruz",,"10702","br_rn"
"city_2410801","Riacho de Santana",,"10801","br_rn"
"city_2410900","Riachuelo",,"10900","br_rn"
"city_2411007","Rodolfo Fernandes",,"11007","br_rn"
"city_2411056","Tibau",,"11056","br_rn"
"city_2411106","Ruy Barbosa",,"11106","br_rn"
"city_2411205","Santa Cruz",,"11205","br_rn"
"city_2411403","Santana do Matos",,"11403","br_rn"
"city_2411429","Santana do Seridó",,"11429","br_rn"
"city_2411502","Santo Antônio",,"11502","br_rn"
"city_1100122","Ji-Paraná",,"00122","br_ro"
"city_1303403","Parintins",,"03403","br_am"
"city_2411601","São Bento do Norte",,"11601","br_rn"
"city_2411700","São Bento do Trairí",,"11700","br_rn"
"city_2411809","São Fernando",,"11809","br_rn"
"city_2411908","São Francisco do Oeste",,"11908","br_rn"
"city_2412005","São Gonçalo do Amarante",,"12005","br_rn"
"city_2412104","São João do Sabugi",,"12104","br_rn"
"city_2412203","São José de Mipibu",,"12203","br_rn"
"city_2412302","São José do Campestre",,"12302","br_rn"
"city_2412401","São José do Seridó",,"12401","br_rn"
"city_2412500","São Miguel",,"12500","br_rn"
"city_1303502","Pauini",,"03502","br_am"
"city_2412559","São Miguel do Gostoso",,"12559","br_rn"
"city_2412609","São Paulo do Potengi",,"12609","br_rn"
"city_2412708","São Pedro",,"12708","br_rn"
"city_2412807","São Rafael",,"12807","br_rn"
"city_2412906","São Tomé",,"12906","br_rn"
"city_2413003","São Vicente",,"13003","br_rn"
"city_2413102","Senador Elói de Souza",,"13102","br_rn"
"city_2413201","Senador Georgino Avelino",,"13201","br_rn"
"city_2413300","Serra de São Bento",,"13300","br_rn"
"city_2413359","Serra do Mel",,"13359","br_rn"
"city_1303536","Presidente Figueiredo",,"03536","br_am"
"city_2413409","Serra Negra do Norte",,"13409","br_rn"
"city_2413508","Serrinha",,"13508","br_rn"
"city_2413557","Serrinha dos Pintos",,"13557","br_rn"
"city_2413607","Severiano Melo",,"13607","br_rn"
"city_2413706","Sítio Novo",,"13706","br_rn"
"city_2413805","Taboleiro Grande",,"13805","br_rn"
"city_2413904","Taipu",,"13904","br_rn"
"city_2414001","Tangará",,"14001","br_rn"
"city_2414100","Tenente Ananias",,"14100","br_rn"
"city_2414159","Tenente Laurentino Cruz",,"14159","br_rn"
"city_1303569","Rio Preto da Eva",,"03569","br_am"
"city_2414209","Tibau do Sul",,"14209","br_rn"
"city_2414308","Timbaúba dos Batistas",,"14308","br_rn"
"city_2414407","Touros",,"14407","br_rn"
"city_2414456","Triunfo Potiguar",,"14456","br_rn"
"city_2414506","Umarizal",,"14506","br_rn"
"city_2414605","Upanema",,"14605","br_rn"
"city_2414704","Várzea",,"14704","br_rn"
"city_2414753","Venha-Ver",,"14753","br_rn"
"city_2414803","Vera Cruz",,"14803","br_rn"
"city_2414902","Viçosa",,"14902","br_rn"
"city_1303601","Santa Isabel do Rio Negro",,"03601","br_am"
"city_2415008","Vila Flor",,"15008","br_rn"
"city_2500106","Água Branca",,"00106","br_pb"
"city_2500205","Aguiar",,"00205","br_pb"
"city_2500304","Alagoa Grande",,"00304","br_pb"
"city_2500403","Alagoa Nova",,"00403","br_pb"
"city_2500502","Alagoinha",,"00502","br_pb"
"city_2500536","Alcantil",,"00536","br_pb"
"city_2500577","Algodão de Jandaíra",,"00577","br_pb"
"city_2500601","Alhandra",,"00601","br_pb"
"city_2500700","São João do Rio do Peixe",,"00700","br_pb"
"city_1303700","Santo Antônio do Içá",,"03700","br_am"
"city_2500734","Amparo",,"00734","br_pb"
"city_2500775","Aparecida",,"00775","br_pb"
"city_2500809","Araçagi",,"00809","br_pb"
"city_2500908","Arara",,"00908","br_pb"
"city_2501005","Araruna",,"01005","br_pb"
"city_2501104","Areia",,"01104","br_pb"
"city_2501153","Areia de Baraúnas",,"01153","br_pb"
"city_2501203","Areial",,"01203","br_pb"
"city_2501302","Aroeiras",,"01302","br_pb"
"city_2501351","Assunção",,"01351","br_pb"
"city_1303809","São Gabriel da Cachoeira",,"03809","br_am"
"city_2501401","Baía da Traição",,"01401","br_pb"
"city_2501500","Bananeiras",,"01500","br_pb"
"city_2501534","Baraúna",,"01534","br_pb"
"city_2501575","Barra de Santana",,"01575","br_pb"
"city_2501609","Barra de Santa Rosa",,"01609","br_pb"
"city_2501708","Barra de São Miguel",,"01708","br_pb"
"city_2501807","Bayeux",,"01807","br_pb"
"city_2501906","Belém",,"01906","br_pb"
"city_2502003","Belém do Brejo do Cruz",,"02003","br_pb"
"city_2502052","Bernardino Batista",,"02052","br_pb"
"city_1303908","São Paulo de Olivença",,"03908","br_am"
"city_2502102","Boa Ventura",,"02102","br_pb"
"city_2502151","Boa Vista",,"02151","br_pb"
"city_2502201","Bom Jesus",,"02201","br_pb"
"city_2502300","Bom Sucesso",,"02300","br_pb"
"city_2502409","Bonito de Santa Fé",,"02409","br_pb"
"city_2502508","Boqueirão",,"02508","br_pb"
"city_2502607","Igaracy",,"02607","br_pb"
"city_2502706","Borborema",,"02706","br_pb"
"city_2502805","Brejo do Cruz",,"02805","br_pb"
"city_2502904","Brejo dos Santos",,"02904","br_pb"
"city_1303957","São Sebastião do Uatumã",,"03957","br_am"
"city_2503001","Caaporã",,"03001","br_pb"
"city_2503100","Cabaceiras",,"03100","br_pb"
"city_2503209","Cabedelo",,"03209","br_pb"
"city_2503308","Cachoeira dos Índios",,"03308","br_pb"
"city_2503407","Cacimba de Areia",,"03407","br_pb"
"city_2503506","Cacimba de Dentro",,"03506","br_pb"
"city_2503555","Cacimbas",,"03555","br_pb"
"city_2503605","Caiçara",,"03605","br_pb"
"city_2503704","Cajazeiras",,"03704","br_pb"
"city_2503753","Cajazeirinhas",,"03753","br_pb"
"city_1304005","Silves",,"04005","br_am"
"city_2503803","Caldas Brandão",,"03803","br_pb"
"city_2503902","Camalaú",,"03902","br_pb"
"city_2504009","Campina Grande",,"04009","br_pb"
"city_2504033","Capim",,"04033","br_pb"
"city_2504074","Caraúbas",,"04074","br_pb"
"city_2504108","Carrapateira",,"04108","br_pb"
"city_2504157","Casserengue",,"04157","br_pb"
"city_2504207","Catingueira",,"04207","br_pb"
"city_2504306","Catolé do Rocha",,"04306","br_pb"
"city_2504355","Caturité",,"04355","br_pb"
"city_1100130","Machadinho D'Oeste",,"00130","br_ro"
"city_1304062","Tabatinga",,"04062","br_am"
"city_2504405","Conceição",,"04405","br_pb"
"city_2504504","Condado",,"04504","br_pb"
"city_2504603","Conde",,"04603","br_pb"
"city_2504702","Congo",,"04702","br_pb"
"city_2504801","Coremas",,"04801","br_pb"
"city_2504850","Coxixola",,"04850","br_pb"
"city_2504900","Cruz do Espírito Santo",,"04900","br_pb"
"city_2505006","Cubati",,"05006","br_pb"
"city_2505105","Cuité",,"05105","br_pb"
"city_2505204","Cuitegi",,"05204","br_pb"
"city_1304104","Tapauá",,"04104","br_am"
"city_2505238","Cuité de Mamanguape",,"05238","br_pb"
"city_2505279","Curral de Cima",,"05279","br_pb"
"city_2505303","Curral Velho",,"05303","br_pb"
"city_2505352","Damião",,"05352","br_pb"
"city_2505402","Desterro",,"05402","br_pb"
"city_2505501","Vista Serrana",,"05501","br_pb"
"city_2505600","Diamante",,"05600","br_pb"
"city_2505709","Dona Inês",,"05709","br_pb"
"city_2505808","Duas Estradas",,"05808","br_pb"
"city_2505907","Emas",,"05907","br_pb"
"city_1304203","Tefé",,"04203","br_am"
"city_2506004","Esperança",,"06004","br_pb"
"city_2506103","Fagundes",,"06103","br_pb"
"city_2506202","Frei Martinho",,"06202","br_pb"
"city_2506251","Gado Bravo",,"06251","br_pb"
"city_2506301","Guarabira",,"06301","br_pb"
"city_2506400","Gurinhém",,"06400","br_pb"
"city_2506509","Gurjão",,"06509","br_pb"
"city_2506608","Ibiara",,"06608","br_pb"
"city_2506707","Imaculada",,"06707","br_pb"
"city_2506806","Ingá",,"06806","br_pb"
"city_1304237","Tonantins",,"04237","br_am"
"city_2506905","Itabaiana",,"06905","br_pb"
"city_2507002","Itaporanga",,"07002","br_pb"
"city_2507101","Itapororoca",,"07101","br_pb"
"city_2507200","Itatuba",,"07200","br_pb"
"city_2507309","Jacaraú",,"07309","br_pb"
"city_2507408","Jericó",,"07408","br_pb"
"city_2507507","João Pessoa",,"07507","br_pb"
"city_2507606","Juarez Távora",,"07606","br_pb"
"city_2507705","Juazeirinho",,"07705","br_pb"
"city_2507804","Junco do Seridó",,"07804","br_pb"
"city_1304260","Uarini",,"04260","br_am"
"city_2507903","Juripiranga",,"07903","br_pb"
"city_2508000","Juru",,"08000","br_pb"
"city_2508109","Lagoa",,"08109","br_pb"
"city_2508208","Lagoa de Dentro",,"08208","br_pb"
"city_2508307","Lagoa Seca",,"08307","br_pb"
"city_2508406","Lastro",,"08406","br_pb"
"city_2508505","Livramento",,"08505","br_pb"
"city_2508554","Logradouro",,"08554","br_pb"
"city_2508604","Lucena",,"08604","br_pb"
"city_2508703","Mãe d'Água",,"08703","br_pb"
"city_1304302","Urucará",,"04302","br_am"
"city_2508802","Malta",,"08802","br_pb"
"city_2508901","Mamanguape",,"08901","br_pb"
"city_2509008","Manaíra",,"09008","br_pb"
"city_2509057","Marcação",,"09057","br_pb"
"city_2509107","Mari",,"09107","br_pb"
"city_2509156","Marizópolis",,"09156","br_pb"
"city_2509206","Massaranduba",,"09206","br_pb"
"city_2509305","Mataraca",,"09305","br_pb"
"city_2509339","Matinhas",,"09339","br_pb"
"city_2509370","Mato Grosso",,"09370","br_pb"
"city_1304401","Urucurituba",,"04401","br_am"
"city_2509396","Maturéia",,"09396","br_pb"
"city_2509404","Mogeiro",,"09404","br_pb"
"city_2509503","Montadas",,"09503","br_pb"
"city_2509602","Monte Horebe",,"09602","br_pb"
"city_2509701","Monteiro",,"09701","br_pb"
"city_2509800","Mulungu",,"09800","br_pb"
"city_2509909","Natuba",,"09909","br_pb"
"city_2510006","Nazarezinho",,"10006","br_pb"
"city_2510105","Nova Floresta",,"10105","br_pb"
"city_2510204","Nova Olinda",,"10204","br_pb"
"city_1400027","Amajari",,"00027","br_rr"
"city_2510303","Nova Palmeira",,"10303","br_pb"
"city_2510402","Olho d'Água",,"10402","br_pb"
"city_2510501","Olivedos",,"10501","br_pb"
"city_2510600","Ouro Velho",,"10600","br_pb"
"city_2510659","Parari",,"10659","br_pb"
"city_2510709","Passagem",,"10709","br_pb"
"city_2510808","Patos",,"10808","br_pb"
"city_2510907","Paulista",,"10907","br_pb"
"city_2511004","Pedra Branca",,"11004","br_pb"
"city_2511103","Pedra Lavrada",,"11103","br_pb"
"city_1400050","Alto Alegre",,"00050","br_rr"
"city_2511202","Pedras de Fogo",,"11202","br_pb"
"city_2511301","Piancó",,"11301","br_pb"
"city_2511400","Picuí",,"11400","br_pb"
"city_2511509","Pilar",,"11509","br_pb"
"city_2511608","Pilões",,"11608","br_pb"
"city_2511707","Pilõezinhos",,"11707","br_pb"
"city_2511806","Pirpirituba",,"11806","br_pb"
"city_2511905","Pitimbu",,"11905","br_pb"
"city_2512002","Pocinhos",,"12002","br_pb"
"city_2512036","Poço Dantas",,"12036","br_pb"
"city_1400100","Boa Vista",,"00100","br_rr"
"city_2512077","Poço de José de Moura",,"12077","br_pb"
"city_2512101","Pombal",,"12101","br_pb"
"city_2512200","Prata",,"12200","br_pb"
"city_2512309","Princesa Isabel",,"12309","br_pb"
"city_2512408","Puxinanã",,"12408","br_pb"
"city_2512507","Queimadas",,"12507","br_pb"
"city_2512606","Quixabá",,"12606","br_pb"
"city_2512705","Remígio",,"12705","br_pb"
"city_2512721","Pedro Régis",,"12721","br_pb"
"city_2512747","Riachão",,"12747","br_pb"
"city_1100148","Nova Brasilândia D'Oeste",,"00148","br_ro"
"city_1400159","Bonfim",,"00159","br_rr"
"city_2512754","Riachão do Bacamarte",,"12754","br_pb"
"city_2512762","Riachão do Poço",,"12762","br_pb"
"city_2512788","Riacho de Santo Antônio",,"12788","br_pb"
"city_2512804","Riacho dos Cavalos",,"12804","br_pb"
"city_2512903","Rio Tinto",,"12903","br_pb"
"city_2513000","Salgadinho",,"13000","br_pb"
"city_2513109","Salgado de São Félix",,"13109","br_pb"
"city_2513158","Santa Cecília",,"13158","br_pb"
"city_2513208","Santa Cruz",,"13208","br_pb"
"city_2513307","Santa Helena",,"13307","br_pb"
"city_1400175","Cantá",,"00175","br_rr"
"city_2513356","Santa Inês",,"13356","br_pb"
"city_2513406","Santa Luzia",,"13406","br_pb"
"city_2513505","Santana de Mangueira",,"13505","br_pb"
"city_2513604","Santana dos Garrotes",,"13604","br_pb"
"city_2513653","Santarém",,"13653","br_pb"
"city_2513703","Santa Rita",,"13703","br_pb"
"city_2513802","Santa Teresinha",,"13802","br_pb"
"city_2513851","Santo André",,"13851","br_pb"
"city_2513901","São Bento",,"13901","br_pb"
"city_2513927","São Bentinho",,"13927","br_pb"
"city_1400209","Caracaraí",,"00209","br_rr"
"city_2513943","São Domingos do Cariri",,"13943","br_pb"
"city_2513968","São Domingos de Pombal",,"13968","br_pb"
"city_2513984","São Francisco",,"13984","br_pb"
"city_2514008","São João do Cariri",,"14008","br_pb"
"city_2514107","São João do Tigre",,"14107","br_pb"
"city_2514206","São José da Lagoa Tapada",,"14206","br_pb"
"city_2514305","São José de Caiana",,"14305","br_pb"
"city_2514404","São José de Espinharas",,"14404","br_pb"
"city_2514453","São José dos Ramos",,"14453","br_pb"
"city_2514503","São José de Piranhas",,"14503","br_pb"
"city_1400233","Caroebe",,"00233","br_rr"
"city_2514552","São José de Princesa",,"14552","br_pb"
"city_2514602","São José do Bonfim",,"14602","br_pb"
"city_2514651","São José do Brejo do Cruz",,"14651","br_pb"
"city_2514701","São José do Sabugi",,"14701","br_pb"
"city_2514800","São José dos Cordeiros",,"14800","br_pb"
"city_2514909","São Mamede",,"14909","br_pb"
"city_2515005","São Miguel de Taipu",,"15005","br_pb"
"city_2515104","São Sebastião de Lagoa de Roça",,"15104","br_pb"
"city_2515203","São Sebastião do Umbuzeiro",,"15203","br_pb"
"city_2515302","Sapé",,"15302","br_pb"
"city_1400282","Iracema",,"00282","br_rr"
"city_2515401","Seridó",,"15401","br_pb"
"city_2515500","Serra Branca",,"15500","br_pb"
"city_2515609","Serra da Raiz",,"15609","br_pb"
"city_2515708","Serra Grande",,"15708","br_pb"
"city_2515807","Serra Redonda",,"15807","br_pb"
"city_2515906","Serraria",,"15906","br_pb"
"city_2515930","Sertãozinho",,"15930","br_pb"
"city_2515971","Sobrado",,"15971","br_pb"
"city_2516003","Solânea",,"16003","br_pb"
"city_2516102","Soledade",,"16102","br_pb"
"city_1400308","Mucajaí",,"00308","br_rr"
"city_2516151","Sossêgo",,"16151","br_pb"
"city_2516201","Sousa",,"16201","br_pb"
"city_2516300","Sumé",,"16300","br_pb"
"city_2516409","Campo de Santana",,"16409","br_pb"
"city_2516508","Taperoá",,"16508","br_pb"
"city_2516607","Tavares",,"16607","br_pb"
"city_2516706","Teixeira",,"16706","br_pb"
"city_2516755","Tenório",,"16755","br_pb"
"city_2516805","Triunfo",,"16805","br_pb"
"city_2516904","Uiraúna",,"16904","br_pb"
"city_1400407","Normandia",,"00407","br_rr"
"city_2517001","Umbuzeiro",,"17001","br_pb"
"city_2517100","Várzea",,"17100","br_pb"
"city_2517209","Vieirópolis",,"17209","br_pb"
"city_2517407","Zabelê",,"17407","br_pb"
"city_2600054","Abreu e Lima",,"00054","br_pe"
"city_2600104","Afogados da Ingazeira",,"00104","br_pe"
"city_2600203","Afrânio",,"00203","br_pe"
"city_2600302","Agrestina",,"00302","br_pe"
"city_2600401","Água Preta",,"00401","br_pe"
"city_2600500","Águas Belas",,"00500","br_pe"
"city_1400456","Pacaraima",,"00456","br_rr"
"city_2600609","Alagoinha",,"00609","br_pe"
"city_2600708","Aliança",,"00708","br_pe"
"city_2600807","Altinho",,"00807","br_pe"
"city_2600906","Amaraji",,"00906","br_pe"
"city_2601003","Angelim",,"01003","br_pe"
"city_2601052","Araçoiaba",,"01052","br_pe"
"city_2601102","Araripina",,"01102","br_pe"
"city_2601201","Arcoverde",,"01201","br_pe"
"city_2601300","Barra de Guabiraba",,"01300","br_pe"
"city_2601409","Barreiros",,"01409","br_pe"
"city_1400472","Rorainópolis",,"00472","br_rr"
"city_2601508","Belém de Maria",,"01508","br_pe"
"city_2601607","Belém de São Francisco",,"01607","br_pe"
"city_2601706","Belo Jardim",,"01706","br_pe"
"city_2601805","Betânia",,"01805","br_pe"
"city_2601904","Bezerros",,"01904","br_pe"
"city_2602001","Bodocó",,"02001","br_pe"
"city_2602100","Bom Conselho",,"02100","br_pe"
"city_2602209","Bom Jardim",,"02209","br_pe"
"city_2602308","Bonito",,"02308","br_pe"
"city_2602407","Brejão",,"02407","br_pe"
"city_1400506","São João da Baliza",,"00506","br_rr"
"city_2602506","Brejinho",,"02506","br_pe"
"city_2602605","Brejo da Madre de Deus",,"02605","br_pe"
"city_2602704","Buenos Aires",,"02704","br_pe"
"city_2602803","Buíque",,"02803","br_pe"
