"id","code","name","version","parent_id:id"
"l10n_br_cnae_44","01.32-6","Cultivo de uva","2.0","l10n_br_cnae_41"
"l10n_br_cnae_45","0132-6/00","Cultivo de uva","2.0","l10n_br_cnae_44"
"l10n_br_cnae_46","01.33-4","Cultivo de frutas de lavoura permanente, exceto laranja e uva","2.0","l10n_br_cnae_41"
"l10n_br_cnae_47","0133-4/01","Cultivo de açaí","2.0","l10n_br_cnae_46"
"l10n_br_cnae_48","0133-4/02","Cultivo de banana","2.0","l10n_br_cnae_46"
"l10n_br_cnae_49","0133-4/03","Cultivo de caju","2.0","l10n_br_cnae_46"
"l10n_br_cnae_50","0133-4/04","Cultivo de cítricos, exceto laranja","2.0","l10n_br_cnae_46"
"l10n_br_cnae_51","0133-4/05","Cultivo de coco-da-baía","2.0","l10n_br_cnae_46"
"l10n_br_cnae_52","0133-4/06","Cultivo de guaraná","2.0","l10n_br_cnae_46"
"l10n_br_cnae_53","0133-4/07","Cultivo de maçã","2.0","l10n_br_cnae_46"
"l10n_br_cnae_54","0133-4/08","Cultivo de mamão","2.0","l10n_br_cnae_46"
"l10n_br_cnae_55","0133-4/09","Cultivo de maracujá","2.0","l10n_br_cnae_46"
"l10n_br_cnae_56","0133-4/10","Cultivo de manga","2.0","l10n_br_cnae_46"
"l10n_br_cnae_57","0133-4/11","Cultivo de pêssego","2.0","l10n_br_cnae_46"
"l10n_br_cnae_58","0133-4/99","Cultivo de frutas de lavoura permanente não especificadas anteriormente","2.0","l10n_br_cnae_46"
"l10n_br_cnae_59","01.34-2","Cultivo de café","2.0","l10n_br_cnae_41"
"l10n_br_cnae_60","0134-2/00","Cultivo de café","2.0","l10n_br_cnae_59"
"l10n_br_cnae_61","01.35-1","Cultivo de cacau","2.0","l10n_br_cnae_41"
"l10n_br_cnae_62","0135-1/00","Cultivo de cacau","2.0","l10n_br_cnae_61"
"l10n_br_cnae_63","01.39-3","Cultivo de plantas de lavoura permanente não especificadas anteriormente","2.0","l10n_br_cnae_41"
"l10n_br_cnae_64","0139-3/01","Cultivo de chá-da-índia","2.0","l10n_br_cnae_63"
"l10n_br_cnae_65","0139-3/02","Cultivo de erva-mate","2.0","l10n_br_cnae_63"
"l10n_br_cnae_66","0139-3/03","Cultivo de pimenta-do-reino","2.0","l10n_br_cnae_63"
"l10n_br_cnae_67","0139-3/04","Cultivo de plantas para condimento, exceto pimenta-do-reino","2.0","l10n_br_cnae_63"
"l10n_br_cnae_68","0139-3/05","Cultivo de dendê","2.0","l10n_br_cnae_63"
"l10n_br_cnae_69","0139-3/06","Cultivo de seringueira","2.0","l10n_br_cnae_63"
"l10n_br_cnae_70","0139-3/99","Cultivo de outras plantas de lavoura permanente não especificadas anteriormente","2.0","l10n_br_cnae_63"
"l10n_br_cnae_71","01.4","Produção de sementes e mudas certificadas","2.0","l10n_br_cnae_2"
"l10n_br_cnae_72","01.41-5","Produção de sementes certificadas","2.0","l10n_br_cnae_71"
"l10n_br_cnae_73","0141-5/01","Produção de sementes certificadas, exceto de forrageiras para pasto","2.0","l10n_br_cnae_72"
"l10n_br_cnae_74","0141-5/02","Produção de sementes certificadas de forrageiras para formação de pasto","2.0","l10n_br_cnae_72"
"l10n_br_cnae_75","01.42-3","Produção de mudas e outras formas de propagação vegetal, certificadas","2.0","l10n_br_cnae_71"
"l10n_br_cnae_76","0142-3/00","Produção de mudas e outras formas de propagação vegetal, certificadas","2.0","l10n_br_cnae_75"
"l10n_br_cnae_77","01.5","Pecuária","2.0","l10n_br_cnae_2"
"l10n_br_cnae_78","01.51-2","Criação de bovinos","2.0","l10n_br_cnae_77"
"l10n_br_cnae_79","0151-2/01","Criação de bovinos para corte","2.0","l10n_br_cnae_78"
"l10n_br_cnae_80","0151-2/02","Criação de bovinos para leite","2.0","l10n_br_cnae_78"
"l10n_br_cnae_81","0151-2/03","Criação de bovinos, exceto para corte e leite","2.0","l10n_br_cnae_78"
"l10n_br_cnae_82","01.52-1","Criação de outros animais de grande porte","2.0","l10n_br_cnae_77"
"l10n_br_cnae_83","0152-1/01","Criação de bufalinos","2.0","l10n_br_cnae_82"
"l10n_br_cnae_84","0152-1/02","Criação de eqüinos","2.0","l10n_br_cnae_82"
"l10n_br_cnae_85","0152-1/03","Criação de asininos e muares","2.0","l10n_br_cnae_82"
"l10n_br_cnae_86","01.53-9","Criação de caprinos e ovinos","2.0","l10n_br_cnae_77"
"l10n_br_cnae_87","0153-9/01","Criação de caprinos","2.0","l10n_br_cnae_86"
"l10n_br_cnae_88","0153-9/02","Criação de ovinos, inclusive para produção de lã","2.0","l10n_br_cnae_86"
"l10n_br_cnae_89","01.54-7","Criação de suínos","2.0","l10n_br_cnae_77"
"l10n_br_cnae_90","0154-7/00","Criação de suínos","2.0","l10n_br_cnae_89"
"l10n_br_cnae_91","01.55-5","Criação de aves","2.0","l10n_br_cnae_77"
"l10n_br_cnae_92","0155-5/01","Criação de frangos para corte","2.0","l10n_br_cnae_91"
"l10n_br_cnae_93","0155-5/02","Produção de pintos de um dia","2.0","l10n_br_cnae_91"
"l10n_br_cnae_94","0155-5/03","Criação de outros galináceos, exceto para corte","2.0","l10n_br_cnae_91"
"l10n_br_cnae_95","0155-5/04","Criação de aves, exceto galináceos","2.0","l10n_br_cnae_91"
"l10n_br_cnae_96","0155-5/05","Produção de ovos","2.0","l10n_br_cnae_91"
"l10n_br_cnae_97","01.59-8","Criação de animais não especificados anteriormente","2.0","l10n_br_cnae_77"
"l10n_br_cnae_98","0159-8/01","Apicultura","2.0","l10n_br_cnae_97"
"l10n_br_cnae_99","0159-8/02","Criação de animais de estimação","2.0","l10n_br_cnae_97"
"l10n_br_cnae_100","0159-8/03","Criação de escargô","2.0","l10n_br_cnae_97"
"l10n_br_cnae_101","0159-8/04","Criação de bicho-da-seda","2.0","l10n_br_cnae_97"
"l10n_br_cnae_102","0159-8/99","Criação de outros animais não especificados anteriormente","2.0","l10n_br_cnae_97"
"l10n_br_cnae_103","01.6","Atividades de apoio à agricultura e à pecuária; atividades de pós-colheita","2.0","l10n_br_cnae_2"
"l10n_br_cnae_104","01.61-0","Atividades de apoio à agricultura","2.0","l10n_br_cnae_103"
"l10n_br_cnae_105","0161-0/01","Serviço de pulverização e controle de pragas agrícolas","2.0","l10n_br_cnae_104"
"l10n_br_cnae_106","0161-0/02","Serviço de poda de árvores para lavouras","2.0","l10n_br_cnae_104"
"l10n_br_cnae_107","0161-0/03","Serviço de preparação de terreno, cultivo e colheita","2.0","l10n_br_cnae_104"
"l10n_br_cnae_108","0161-0/99","Atividades de apoio à agricultura não especificadas anteriormente","2.0","l10n_br_cnae_104"
"l10n_br_cnae_109","01.62-8","Atividades de apoio à pecuária","2.0","l10n_br_cnae_103"
"l10n_br_cnae_110","0162-8/01","Serviço de inseminação artificial em animais","2.0","l10n_br_cnae_109"
"l10n_br_cnae_111","0162-8/02","Serviço de tosquiamento de ovinos","2.0","l10n_br_cnae_109"
"l10n_br_cnae_112","0162-8/03","Serviço de manejo de animais","2.0","l10n_br_cnae_109"
"l10n_br_cnae_113","0162-8/99","Atividades de apoio à pecuária não especificadas anteriormente","2.0","l10n_br_cnae_109"
"l10n_br_cnae_114","01.63-6","Atividades de pós-colheita","2.0","l10n_br_cnae_103"
"l10n_br_cnae_115","0163-6/00","Atividades de pós-colheita","2.0","l10n_br_cnae_114"
"l10n_br_cnae_116","01.7","Caça e serviços relacionados","2.0","l10n_br_cnae_2"
"l10n_br_cnae_117","01.70-9","Caça e serviços relacionados","2.0","l10n_br_cnae_116"
"l10n_br_cnae_118","0170-9/00","Caça e serviços relacionados","2.0","l10n_br_cnae_117"
"l10n_br_cnae_119","2","Produção florestal","2.0","l10n_br_cnae_1"
"l10n_br_cnae_120","02.1","Produção florestal - florestas plantadas","2.0","l10n_br_cnae_119"
"l10n_br_cnae_121","02.10-1","Produção florestal - florestas plantadas","2.0","l10n_br_cnae_120"
"l10n_br_cnae_122","0210-1/01","Cultivo de eucalipto","2.0","l10n_br_cnae_121"
"l10n_br_cnae_123","0210-1/02","Cultivo de acácia-negra","2.0","l10n_br_cnae_121"
"l10n_br_cnae_124","0210-1/03","Cultivo de pinus","2.0","l10n_br_cnae_121"
"l10n_br_cnae_125","0210-1/04","Cultivo de teca","2.0","l10n_br_cnae_121"
"l10n_br_cnae_126","0210-1/05","Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca","2.0","l10n_br_cnae_121"
"l10n_br_cnae_127","0210-1/06","Cultivo de mudas em viveiros florestais","2.0","l10n_br_cnae_121"
"l10n_br_cnae_128","0210-1/07","Extração de madeira em florestas plantadas","2.0","l10n_br_cnae_121"
"l10n_br_cnae_129","0210-1/08","Produção de carvão vegetal - florestas plantadas","2.0","l10n_br_cnae_121"
"l10n_br_cnae_130","0210-1/09","Produção de casca de acácia-negra - florestas plantadas","2.0","l10n_br_cnae_121"
"l10n_br_cnae_131","0210-1/99","Produção de produtos não-madeireiros não especificados anteriormente em florestas plantadas","2.0","l10n_br_cnae_121"
"l10n_br_cnae_132","02.2","Produção florestal - florestas nativas","2.0","l10n_br_cnae_119"
"l10n_br_cnae_133","02.20-9","Produção florestal - florestas nativas","2.0","l10n_br_cnae_132"
"l10n_br_cnae_134","0220-9/01","Extração de madeira em florestas nativas","2.0","l10n_br_cnae_133"
"l10n_br_cnae_135","0220-9/02","Produção de carvão vegetal - florestas nativas","2.0","l10n_br_cnae_133"
"l10n_br_cnae_136","0220-9/03","Coleta de castanha-do-pará em florestas nativas","2.0","l10n_br_cnae_133"
"l10n_br_cnae_137","0220-9/04","Coleta de látex em florestas nativas","2.0","l10n_br_cnae_133"
"l10n_br_cnae_138","0220-9/05","Coleta de palmito em florestas nativas","2.0","l10n_br_cnae_133"
"l10n_br_cnae_139","0220-9/06","Conservação de florestas nativas","2.0","l10n_br_cnae_133"
"l10n_br_cnae_140","0220-9/99","Coleta de produtos não-madeireiros não especificados anteriormente em florestas nativas","2.0","l10n_br_cnae_133"
"l10n_br_cnae_141","02.3","Atividades de apoio à produção florestal","2.0","l10n_br_cnae_119"
"l10n_br_cnae_142","02.30-6","Atividades de apoio à produção florestal","2.0","l10n_br_cnae_141"
"l10n_br_cnae_143","0230-6/00","Atividades de apoio à produção florestal","2.0","l10n_br_cnae_142"
"l10n_br_cnae_144","3","Pesca e aqüicultura","2.0","l10n_br_cnae_1"
"l10n_br_cnae_145","03.1","Pesca","2.0","l10n_br_cnae_144"
"l10n_br_cnae_146","03.11-6","Pesca em água salgada","2.0","l10n_br_cnae_145"
"l10n_br_cnae_147","0311-6/01","Pesca de peixes em água salgada","2.0","l10n_br_cnae_146"
"l10n_br_cnae_148","0311-6/02","Pesca de crustáceos e moluscos em água salgada","2.0","l10n_br_cnae_146"
"l10n_br_cnae_149","0311-6/03","Coleta de outros produtos marinhos","2.0","l10n_br_cnae_146"
"l10n_br_cnae_150","0311-6/04","Atividades de apoio à pesca em água salgada","2.0","l10n_br_cnae_146"
"l10n_br_cnae_151","03.12-4","Pesca em água doce","2.0","l10n_br_cnae_145"
"l10n_br_cnae_152","0312-4/01","Pesca de peixes em água doce","2.0","l10n_br_cnae_151"
"l10n_br_cnae_153","0312-4/02","Pesca de crustáceos e moluscos em água doce","2.0","l10n_br_cnae_151"
"l10n_br_cnae_154","0312-4/03","Coleta de outros produtos aquáticos de água doce","2.0","l10n_br_cnae_151"
"l10n_br_cnae_155","0312-4/04","Atividades de apoio à pesca em água doce","2.0","l10n_br_cnae_151"
"l10n_br_cnae_156","03.2","Aqüicultura","2.0","l10n_br_cnae_144"
"l10n_br_cnae_157","03.21-3","Aqüicultura em água salgada e salobra","2.0","l10n_br_cnae_156"
"l10n_br_cnae_158","0321-3/01","Criação de peixes em água salgada e salobra","2.0","l10n_br_cnae_157"
"l10n_br_cnae_159","0321-3/02","Criação de camarões em água salgada e salobra","2.0","l10n_br_cnae_157"
"l10n_br_cnae_160","0321-3/03","Criação de ostras e mexilhões em água salgada e salobra","2.0","l10n_br_cnae_157"
"l10n_br_cnae_161","0321-3/04","Criação de peixes ornamentais em água salgada e salobra","2.0","l10n_br_cnae_157"
"l10n_br_cnae_162","0321-3/05","Atividades de apoio à aqüicultura em água salgada e salobra","2.0","l10n_br_cnae_157"
"l10n_br_cnae_163","0321-3/99","Cultivos e semicultivos da aqüicultura em água salgada e salobra não especificados anteriormente","2.0","l10n_br_cnae_157"
"l10n_br_cnae_164","03.22-1","Aqüicultura em água doce","2.0","l10n_br_cnae_156"
"l10n_br_cnae_165","0322-1/01","Criação de peixes em água doce","2.0","l10n_br_cnae_164"
"l10n_br_cnae_166","0322-1/02","Criação de camarões em água doce","2.0","l10n_br_cnae_164"
"l10n_br_cnae_167","0322-1/03","Criação de ostras e mexilhões em água doce","2.0","l10n_br_cnae_164"
"l10n_br_cnae_168","0322-1/04","Criação de peixes ornamentais em água doce","2.0","l10n_br_cnae_164"
"l10n_br_cnae_169","0322-1/05","Ranicultura","2.0","l10n_br_cnae_164"
"l10n_br_cnae_170","0322-1/06","Criação de jacaré","2.0","l10n_br_cnae_164"
"l10n_br_cnae_171","0322-1/07","Atividades de apoio à aqüicultura em água doce","2.0","l10n_br_cnae_164"
"l10n_br_cnae_172","0322-1/99","Cultivos e semicultivos da aqüicultura em água doce não especificados anteriormente","2.0","l10n_br_cnae_164"
"l10n_br_cnae_173","B","Indústrias extrativas","2.0",
"l10n_br_cnae_174","5","Extração de carvão mineral","2.0","l10n_br_cnae_173"
"l10n_br_cnae_175","05.0","Extração de carvão mineral","2.0","l10n_br_cnae_174"
"l10n_br_cnae_176","05.00-3","Extração de carvão mineral","2.0","l10n_br_cnae_175"
"l10n_br_cnae_177","0500-3/01","Extração de carvão mineral","2.0","l10n_br_cnae_176"
"l10n_br_cnae_178","0500-3/02","Beneficiamento de carvão mineral","2.0","l10n_br_cnae_176"
"l10n_br_cnae_179","6","Extração de petróleo e gás natural","2.0","l10n_br_cnae_173"
"l10n_br_cnae_180","06.0","Extração de petróleo e gás natural","2.0","l10n_br_cnae_179"
"l10n_br_cnae_181","06.00-0","Extração de petróleo e gás natural","2.0","l10n_br_cnae_180"
"l10n_br_cnae_182","0600-0/01","Extração de petróleo e gás natural","2.0","l10n_br_cnae_181"
"l10n_br_cnae_183","0600-0/02","Extração e beneficiamento de xisto","2.0","l10n_br_cnae_181"
"l10n_br_cnae_184","0600-0/03","Extração e beneficiamento de areias betuminosas","2.0","l10n_br_cnae_181"
"l10n_br_cnae_185","7","Extração de minerais metálicos","2.0","l10n_br_cnae_173"
"l10n_br_cnae_186","07.1","Extração de minério de ferro","2.0","l10n_br_cnae_185"
"l10n_br_cnae_187","07.10-3","Extração de minério de ferro","2.0","l10n_br_cnae_186"
"l10n_br_cnae_188","0710-3/01","Extração de minério de ferro","2.0","l10n_br_cnae_187"
"l10n_br_cnae_189","0710-3/02","Pelotização, sinterização e outros beneficiamentos de minério de ferro","2.0","l10n_br_cnae_187"
"l10n_br_cnae_190","07.2","Extração de minerais metálicos não-ferrosos","2.0","l10n_br_cnae_185"
"l10n_br_cnae_191","07.21-9","Extração de minério de alumínio","2.0","l10n_br_cnae_190"
"l10n_br_cnae_192","0721-9/01","Extração de minério de alumínio","2.0","l10n_br_cnae_191"
"l10n_br_cnae_193","0721-9/02","Beneficiamento de minério de alumínio","2.0","l10n_br_cnae_191"
"l10n_br_cnae_194","07.22-7","Extração de minério de estanho","2.0","l10n_br_cnae_190"
"l10n_br_cnae_195","0722-7/01","Extração de minério de estanho","2.0","l10n_br_cnae_194"
"l10n_br_cnae_196","0722-7/02","Beneficiamento de minério de estanho","2.0","l10n_br_cnae_194"
"l10n_br_cnae_197","07.23-5","Extração de minério de manganês","2.0","l10n_br_cnae_190"
"l10n_br_cnae_198","0723-5/01","Extração de minério de manganês","2.0","l10n_br_cnae_197"
"l10n_br_cnae_199","0723-5/02","Beneficiamento de minério de manganês","2.0","l10n_br_cnae_197"
"l10n_br_cnae_200","07.24-3","Extração de minério de metais preciosos","2.0","l10n_br_cnae_190"
"l10n_br_cnae_201","0724-3/01","Extração de minério de metais preciosos","2.0","l10n_br_cnae_200"
"l10n_br_cnae_202","0724-3/02","Beneficiamento de minério de metais preciosos","2.0","l10n_br_cnae_200"
"l10n_br_cnae_203","07.25-1","Extração de minerais radioativos","2.0","l10n_br_cnae_190"
"l10n_br_cnae_204","0725-1/00","Extração de minerais radioativos","2.0","l10n_br_cnae_203"
"l10n_br_cnae_205","07.29-4","Extração de minerais metálicos não-ferrosos não especificados anteriormente","2.0","l10n_br_cnae_190"
"l10n_br_cnae_206","0729-4/01","Extração de minérios de nióbio e titânio","2.0","l10n_br_cnae_205"
"l10n_br_cnae_207","0729-4/02","Extração de minério de tungstênio","2.0","l10n_br_cnae_205"
"l10n_br_cnae_208","0729-4/03","Extração de minério de níquel","2.0","l10n_br_cnae_205"
"l10n_br_cnae_209","0729-4/04","Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente","2.0","l10n_br_cnae_205"
"l10n_br_cnae_210","0729-4/05","Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente","2.0","l10n_br_cnae_205"
"l10n_br_cnae_211","8","Extração de minerais não-metálicos","2.0","l10n_br_cnae_173"
"l10n_br_cnae_212","08.1","Extração de pedra, areia e argila","2.0","l10n_br_cnae_211"
"l10n_br_cnae_213","08.10-0","Extração de pedra, areia e argila","2.0","l10n_br_cnae_212"
"l10n_br_cnae_214","0810-0/01","Extração de ardósia e beneficiamento associado","2.0","l10n_br_cnae_213"
"l10n_br_cnae_215","0810-0/02","Extração de granito e beneficiamento associado","2.0","l10n_br_cnae_213"
"l10n_br_cnae_216","0810-0/03","Extração de mármore e beneficiamento associado","2.0","l10n_br_cnae_213"
"l10n_br_cnae_217","0810-0/04","Extração de calcário e dolomita e beneficiamento associado","2.0","l10n_br_cnae_213"
"l10n_br_cnae_218","0810-0/05","Extração de gesso e caulim","2.0","l10n_br_cnae_213"
"l10n_br_cnae_219","0810-0/06","Extração de areia, cascalho ou pedregulho e beneficiamento associado","2.0","l10n_br_cnae_213"
"l10n_br_cnae_220","0810-0/07","Extração de argila e beneficiamento associado","2.0","l10n_br_cnae_213"
"l10n_br_cnae_221","0810-0/08","Extração de saibro e beneficiamento associado","2.0","l10n_br_cnae_213"
"l10n_br_cnae_222","0810-0/09","Extração de basalto e beneficiamento associado","2.0","l10n_br_cnae_213"
"l10n_br_cnae_223","0810-0/10","Beneficiamento de gesso e caulim associado à extração","2.0","l10n_br_cnae_213"
"l10n_br_cnae_224","0810-0/99","Extração e britamento de pedras e outros materiais para construção e beneficiamento associado","2.0","l10n_br_cnae_213"
"l10n_br_cnae_225","08.9","Extração de outros minerais não-metálicos","2.0","l10n_br_cnae_224"
"l10n_br_cnae_226","08.91-6","Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos","2.0","l10n_br_cnae_225"
"l10n_br_cnae_227","0891-6/00","Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos","2.0","l10n_br_cnae_226"
"l10n_br_cnae_228","08.92-4","Extração e refino de sal marinho e sal-gema","2.0","l10n_br_cnae_225"
"l10n_br_cnae_229","0892-4/01","Extração de sal marinho","2.0","l10n_br_cnae_228"
"l10n_br_cnae_230","0892-4/02","Extração de sal-gema","2.0","l10n_br_cnae_228"
"l10n_br_cnae_231","0892-4/03","Refino e outros tratamentos do sal","2.0","l10n_br_cnae_228"
"l10n_br_cnae_232","08.93-2","Extração de gemas (pedras preciosas e semipreciosas)","2.0","l10n_br_cnae_225"
"l10n_br_cnae_233","0893-2/00","Extração de gemas (pedras preciosas e semipreciosas)","2.0","l10n_br_cnae_232"
"l10n_br_cnae_234","08.99-1","Extração de minerais não-metálicos não especificados anteriormente","2.0","l10n_br_cnae_225"
"l10n_br_cnae_235","0899-1/01","Extração de grafita","2.0","l10n_br_cnae_234"
"l10n_br_cnae_236","0899-1/02","Extração de quartzo","2.0","l10n_br_cnae_234"
"l10n_br_cnae_237","0899-1/03","Extração de amianto","2.0","l10n_br_cnae_234"
"l10n_br_cnae_238","0899-1/99","Extração de outros minerais não-metálicos não especificados anteriormente","2.0","l10n_br_cnae_234"
"l10n_br_cnae_239","9","Atividades de apoio à extração de minerais","2.0","l10n_br_cnae_173"
"l10n_br_cnae_240","09.1","Atividades de apoio à extração de petróleo e gás natural","2.0","l10n_br_cnae_239"
"l10n_br_cnae_241","09.10-6","Atividades de apoio à extração de petróleo e gás natural","2.0","l10n_br_cnae_240"
"l10n_br_cnae_242","0910-6/00","Atividades de apoio à extração de petróleo e gás natural","2.0","l10n_br_cnae_241"
"l10n_br_cnae_243","09.9","Atividades de apoio à extração de minerais, exceto petróleo e gás natural","2.0","l10n_br_cnae_239"
"l10n_br_cnae_244","09.90-4","Atividades de apoio à extração de minerais, exceto petróleo e gás natural","2.0","l10n_br_cnae_243"
"l10n_br_cnae_245","0990-4/01","Atividades de apoio à extração de minério de ferro","2.0","l10n_br_cnae_244"
"l10n_br_cnae_246","0990-4/02","Atividades de apoio à extração de minerais metálicos não-ferrosos","2.0","l10n_br_cnae_244"
"l10n_br_cnae_247","0990-4/03","Atividades de apoio à extração de minerais não-metálicos","2.0","l10n_br_cnae_244"
"l10n_br_cnae_248","C","Indústrias de transformação","2.0",
"l10n_br_cnae_249","10","Fabricação de produtos alimentícios","2.0","l10n_br_cnae_248"
"l10n_br_cnae_250","10.1","Abate e fabricação de produtos de carne","2.0","l10n_br_cnae_249"
"l10n_br_cnae_251","10.11-2","Abate de reses, exceto suínos","2.0","l10n_br_cnae_250"
"l10n_br_cnae_252","1011-2/01","Frigorífico - abate de bovinos","2.0","l10n_br_cnae_251"
"l10n_br_cnae_253","1011-2/02","Frigorífico - abate de eqüinos","2.0","l10n_br_cnae_251"
"l10n_br_cnae_254","1011-2/03","Frigorífico - abate de ovinos e caprinos","2.0","l10n_br_cnae_251"
"l10n_br_cnae_255","1011-2/04","Frigorífico - abate de bufalinos","2.0","l10n_br_cnae_251"
"l10n_br_cnae_256","1011-2/05","Matadouro - abate de reses sob contrato - exceto abate de suínos","2.0","l10n_br_cnae_251"
"l10n_br_cnae_257","10.12-1","Abate de suínos, aves e outros pequenos animais","2.0","l10n_br_cnae_250"
"l10n_br_cnae_258","1012-1/01","Abate de aves","2.0","l10n_br_cnae_257"
"l10n_br_cnae_259","1012-1/02","Abate de pequenos animais","2.0","l10n_br_cnae_257"
"l10n_br_cnae_260","1012-1/03","Frigorífico - abate de suínos","2.0","l10n_br_cnae_257"
"l10n_br_cnae_261","1012-1/04","Matadouro - abate de suínos sob contrato","2.0","l10n_br_cnae_257"
"l10n_br_cnae_262","10.13-9","Fabricação de produtos de carne","2.0","l10n_br_cnae_250"
"l10n_br_cnae_263","1013-9/01","Fabricação de produtos de carne","2.0","l10n_br_cnae_262"
"l10n_br_cnae_264","1013-9/02","Preparação de subprodutos do abate","2.0","l10n_br_cnae_262"
"l10n_br_cnae_265","10.2","Preservação do pescado e fabricação de produtos do pescado","2.0","l10n_br_cnae_249"
"l10n_br_cnae_266","10.20-1","Preservação do pescado e fabricação de produtos do pescado","2.0","l10n_br_cnae_265"
"l10n_br_cnae_267","1020-1/01","Preservação de peixes, crustáceos e moluscos","2.0","l10n_br_cnae_266"
