"id","code","name","small_name","description","type","parent_id:id","internal_type","id_dest"
"cfop_1128","1128","Compra para utilização na prestação de serviço sujeita ao ISSQN","Compra para utilização na prestação de serviço sujeita ao ISSQN","Compra para utilização na prestação de serviço sujeita ao ISSQN","input","cfop_1100","normal",1
"cfop_1150","1150","TRANSFERÊNCIAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS","TRANSFERÊNCIAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU PRE",,"input","cfop_1000","view",1
"cfop_1151","1151","Transferência para industrialização ou produção rural","Transferência para industrialização ou produção rural","Classificam-se neste código as entradas de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem utilizadas em processo de industrialização ou produção rural.","input","cfop_1150","normal",1
"cfop_1152","1152","Transferência para comercialização","Transferência para comercialização","Classificam-se neste código as entradas de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas.","input","cfop_1150","normal",1
"cfop_1153","1153","Transferência de energia elétrica para distribuição","Transferência de energia elétrica para distribuição","Classificam-se neste código as entradas de energia elétrica recebida em transferência de outro estabelecimento da mesma empresa, para distribuição.","input","cfop_1150","normal",1
"cfop_1154","1154","Transferência para utilização na prestação de serviço","Transferência para utilização na prestação de serviço","Classificam-se neste código as entradas de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem utilizadas nas prestações de serviços.","input","cfop_1150","normal",1
"cfop_1200","1200","DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU ANULAÇÕES DE VALORES","DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU AN",,"input","cfop_1000","view",1
"cfop_1201","1201","Devolução de venda de produção do estabelecimento","Devolução de venda de produção do estabelecimento","Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de industrialização no estabelecimento, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros","input","cfop_1200","normal",1
"cfop_1202","1202","Devolução de venda de mercadoria adquirida ou recebida de terceiros","Devolução de venda de mercadoria adquirida ou recebida de te","Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de industrialização no estabelecimento, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros","input","cfop_1200","normal",1
"cfop_1203","1203","Devolução de venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","Devolução de venda de produção do estabelecimento, destinada","Classificam-se neste código as devoluções de vendas de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas foram classificadas no código 5.109 - Venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","input","cfop_1200","normal",1
"cfop_1204","1204","Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","Devolução de venda de mercadoria adquirida ou recebida de te","Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, cujas saídas foram classificadas no código 5.110 - Venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio","input","cfop_1200","normal",1
"cfop_1205","1205","Anulação de valor relativo à prestação de serviço de comunicação","Anulação de valor relativo à prestação de serviço de comunic","Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de comunicação.","input","cfop_1200","normal",1
"cfop_1206","1206","Anulação de valor relativo à prestação de serviço de transporte","Anulação de valor relativo à prestação de serviço de transpo","Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de transporte.","input","cfop_1200","normal",1
"cfop_1207","1207","Anulação de valor relativo à venda de energia elétrica","Anulação de valor relativo à venda de energia elétrica","Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de venda de energia elétrica.","input","cfop_1200","normal",1
"cfop_1208","1208","Devolução de produção do estabelecimento, remetida em transferência","Devolução de produção do estabelecimento, remetida em transf","Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, transferidos para outros estabelecimentos da mesma empresa.","input","cfop_1200","normal",1
"cfop_1209","1209","Devolução de mercadoria adquirida ou recebida de terceiros, remetida em transferência","Devolução de mercadoria adquirida ou recebida de terceiros, ","Classificam-se neste código as devoluções de mercadorias adquiridas ou recebidas de terceiros, transferidas para outros estabelecimentos da mesma empresa.","input","cfop_1200","normal",1
"cfop_1212","1212","Devolução de venda no mercado interno de mercadoria industrializada e insumo importado sob o Regime Aduaneiro Especial de Entreposto Industrial (Recof-Sped)", "Devolução de venda (Recof-Sped)","Classificam-se neste código as devoluções de venda no mercado interno de mercadoria industrializada e insumo importado sob o Regime Aduaneiro Especial de Entreposto Industrial (Recof-Sped).","input","cfop_1200","normal",1
"cfop_1250","1250","COMPRAS DE ENERGIA ELÉTRICA","COMPRAS DE ENERGIA ELÉTRICA",,"input","cfop_1000","view",1
"cfop_1251","1251","Compra de energia elétrica para distribuição ou comercialização","Compra de energia elétrica para distribuição ou comercializa","Classificam-se neste código as compras de energia elétrica utilizada em sistema de distribuição ou comercialização. Também serão classificadas neste código as compras de energia elétrica por cooperativas para distribuição aos seus cooperados.","input","cfop_1250","normal",1
"cfop_1252","1252","Compra de energia elétrica por estabelecimento industrial","Compra de energia elétrica por estabelecimento industrial","Classificam-se neste código as compras de energia elétrica utilizada no processo de industrialização. Também serão classificadas neste código as compras de energia elétrica utilizada por estabelecimento industrial de cooperativa.","input","cfop_1250","normal",1
"cfop_1253","1253","Compra de energia elétrica por estabelecimento comercial","Compra de energia elétrica por estabelecimento comercial","Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento comercial. Também serão classificadas neste código as compras de energia elétrica utilizada por estabelecimento comercial de cooperativa.","input","cfop_1250","normal",1
"cfop_1254","1254","Compra de energia elétrica por estabelecimento prestador de serviço de transporte","Compra de energia elétrica por estabelecimento prestador de ","Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento prestador de serviços de transporte.","input","cfop_1250","normal",1
"cfop_1255","1255","Compra de energia elétrica por estabelecimento prestador de serviço de comunicação","Compra de energia elétrica por estabelecimento prestador de ","Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento prestador de serviços de comunicação.","input","cfop_1250","normal",1
"cfop_1256","1256","Compra de energia elétrica por estabelecimento de produtor rural","Compra de energia elétrica por estabelecimento de produtor r","Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento de produtor rural.","input","cfop_1250","normal",1
"cfop_1257","1257","Compra de energia elétrica para consumo por demanda contratada","Compra de energia elétrica para consumo por demanda contrata","Classificam-se neste código as compras de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.","input","cfop_1250","normal",1
"cfop_1300","1300","AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO","AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO",,"input","cfop_1000","view",1
"cfop_1301","1301","Aquisição de serviço de comunicação para execução de serviço da mesma natureza","Aquisição de serviço de comunicação para execução de serviço","Classificam-se neste código as aquisições de serviços de comunicação utilizados nas prestações de serviços da mesma natureza.","input","cfop_1300","normal",1
"cfop_1302","1302","Aquisição de serviço de comunicação por estabelecimento industrial","Aquisição de serviço de comunicação por estabelecimento indu","Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial de cooperativa.","input","cfop_1300","normal",1
"cfop_1303","1303","Aquisição de serviço de comunicação por estabelecimento comercial","Aquisição de serviço de comunicação por estabelecimento come","Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial de cooperativa.","input","cfop_1300","normal",1
"cfop_1304","1304","Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte","Aquisição de serviço de comunicação por estabelecimento de p","Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento prestador de serviço de transporte.","input","cfop_1300","normal",1
"cfop_1305","1305","Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica","Aquisição de serviço de comunicação por estabelecimento de g","Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.","input","cfop_1300","normal",1
"cfop_1306","1306","Aquisição de serviço de comunicação por estabelecimento de produtor rural","Aquisição de serviço de comunicação por estabelecimento de p","Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de produtor rural.","input","cfop_1300","normal",1
"cfop_1350","1350","AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE","AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE",,"input","cfop_1000","view",1
"cfop_1351","1351","Aquisição de serviço de transporte para execução de serviço da mesma natureza","Aquisição de serviço de transporte para execução de serviço ","Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.","input","cfop_1350","normal",1
"cfop_1352","1352","Aquisição de serviço de transporte por estabelecimento industrial","Aquisição de serviço de transporte por estabelecimento indus","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.","input","cfop_1350","normal",1
"cfop_1353","1353","Aquisição de serviço de transporte por estabelecimento comercial","Aquisição de serviço de transporte por estabelecimento comer","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.","input","cfop_1350","normal",1
"cfop_1354","1354","Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação","Aquisição de serviço de transporte por estabelecimento de pr","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.","input","cfop_1350","normal",1
"cfop_1355","1355","Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica","Aquisição de serviço de transporte por estabelecimento de ge","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.","input","cfop_1350","normal",1
"cfop_1356","1356","Aquisição de serviço de transporte por estabelecimento de produtor rural","Aquisição de serviço de transporte por estabelecimento de pr","Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.","input","cfop_1350","normal",1
"cfop_1360","1360","Aquisição de serviço de transporte por contribuinte substituto em relação ao serviço de transporte.","Aquisição de serviço de transporte por contribuinte substituto em relação ao serviço de transporte.","Aquisição de serviço de transporte por contribuinte substituto em relação ao serviço de transporte.","input","cfop_1350","normal",1
"cfop_1400","1400","ENTRADAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA","ENTRADAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO T",,"input","cfop_1000","view",1
"cfop_1401","1401","Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária","Compra para industrialização ou produção rural em operação c","Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização ou produção rural, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras por estabelecimento industrial ou produtor rural de cooperativa de mercadorias sujeitas ao regime de substituição tributária.","input","cfop_1400","normal",1
"cfop_1403","1403","Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","Compra para comercialização em operação com mercadoria sujei","Classificam-se neste código as compras de mercadorias a serem comercializadas, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras de mercadorias sujeitas ao regime de substituição tributária em estabelecimento comercial de cooperativa.","input","cfop_1400","normal",1
"cfop_1406","1406","Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária","Compra de bem para o ativo imobilizado cuja mercadoria está ","Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_1400","normal",1
"cfop_1407","1407","Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária","Compra de mercadoria para uso ou consumo cuja mercadoria est","Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_1400","normal",1
"cfop_1408","1408","Transferência para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária","Transferência para industrialização ou produção rural em ope","Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem industrializadas ou consumidas na produção rural no estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.","input","cfop_1400","normal",1
"cfop_1409","1409","Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária","Transferência para comercialização em operação com mercadori","Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas, decorrentes de operações sujeitas ao regime de substituição tributária.","input","cfop_1400","normal",1
"cfop_1410","1410","Devolução de venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária","Devolução de venda de produção do estabelecimento em operaçã","Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas tenham sido classificadas como Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária.","input","cfop_1400","normal",1
"cfop_1411","1411","Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária","Devolução de venda de mercadoria adquirida ou recebida de te","Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária.","input","cfop_1400","normal",1
"cfop_1414","1414","Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária","Retorno de produção do estabelecimento, remetida para venda ","Classificam-se neste código as entradas, em retorno, de produtos industrializados ou produzidos pelo próprio estabelecimento, remetidos para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com produtos sujeitos ao regime de substituição tributária, e não comercializadas.","input","cfop_1400","normal",1
"cfop_1415","1415","Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária","Retorno de mercadoria adquirida ou recebida de terceiros, re","Classificam-se neste código as entradas, em retorno, de mercadorias adquiridas ou recebidas de terceiros remetidas para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária, e não comercializadas.","input","cfop_1400","normal",1
"cfop_1450","1450","SISTEMAS DE INTEGRAÇÃO","SISTEMAS DE INTEGRAÇÃO",,"input","cfop_1000","view",1
"cfop_1451","1451","Retorno de animal do estabelecimento produtor","Retorno de animal do estabelecimento produtor","Classificam-se neste código as entradas referentes ao retorno de animais criados pelo produtor no sistema integrado.","input","cfop_1450","normal",1
"cfop_1452","1452","Retorno de insumo não utilizado na produção","Retorno de insumo não utilizado na produção","Classificam-se neste código o retorno de insumos não utilizados pelo produtor na criação de animais pelo sistema integrado.","input","cfop_1450","normal",1
"cfop_1500","1500","ENTRADAS DE MERCADORIAS REMETIDAS PARA FORMAÇÃO DE LOTE OU COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES","ENTRADAS DE MERCADORIAS REMETIDAS PARA FORMAÇÃO DE LOTE OU C",,"input","cfop_1000","view",1
"cfop_1501","1501","Entrada de mercadoria recebida com fim específico de exportação","Entrada de mercadoria recebida com fim específico de exporta","Classificam-se neste código as entradas de mercadorias em estabelecimento de trading company, empresa comercial exportadora ou outro estabelecimento do remetente, com fim específico de exportação.","input","cfop_1500","normal",1
"cfop_1503","1503","Entrada decorrente de devolução de produto remetido com fim específico de exportação, de produção do estabelecimento","Entrada decorrente de devolução de produto remetido com fim ","Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, remetidos a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cujas saídas tenham sido classificadas no código 5.501  Remessa de produção do estabelecimento, com fim específico de exportação.","input","cfop_1500","normal",1
"cfop_1504","1504","Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros","Entrada decorrente de devolução de mercadoria remetida com f","Classificam-se neste código as devoluções de mercadorias adquiridas ou recebidas de terceiros remetidas a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cujas saídas tenham sido classificadas no código 5.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação.","input","cfop_1500","normal",1
"cfop_1505","1505","Entrada decorrente de devolução simbólica de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento","Entrada decorrente de devolução simbólica de mercadorias rem","Classificam-se neste código as devoluções simbólicas de mercadorias remetidas para formação de lote de exportação, cujas saídas tenham sido classificadas no código 5.504 - Remessa de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento.","input","cfop_1500","normal",1
"cfop_1506","1506","Entrada decorrente de devolução simbólica de mercadorias, adquiridas ou recebidas de terceiros, remetidas para formação de lote de exportação","Entrada decorrente de devolução simbólica de mercadorias, ad","Classificam-se neste código as devoluções simbólicas de mercadorias remetidas para formação de lote de exportação em armazéns alfandegados, entrepostos aduaneiros ou outros estabelecimentos que venham a ser regulamentados pela legislação tributária de cada Unidade Federada, efetuadas pelo estabelecimento depositário, cujas saídas tenham sido classificadas no código 5.505 - Remessa de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação.","input","cfop_1500","normal",1
"cfop_1550","1550","OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO","OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO",,"input","cfop_1000","view",1
"cfop_1551","1551","Compra de bem para o ativo imobilizado","Compra de bem para o ativo imobilizado","Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.","input","cfop_1550","normal",1
"cfop_1552","1552","Transferência de bem do ativo imobilizado","Transferência de bem do ativo imobilizado","Classificam-se neste código as entradas de bens destinados ao ativo imobilizado recebidos em transferência de outro estabelecimento da mesma empresa.","input","cfop_1550","normal",1
"cfop_1553","1553","Devolução de venda de bem do ativo imobilizado","Devolução de venda de bem do ativo imobilizado","Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código 5.551 - Venda de bem do ativo imobilizado.","input","cfop_1550","normal",1
"cfop_1554","1554","Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento","Retorno de bem do ativo imobilizado remetido para uso fora d","Classificam-se neste código as entradas por retorno de bens do ativo imobilizado remetidos para uso fora do estabelecimento, cujas saídas tenham sido classificadas no código 5.554 - Remessa de bem do ativo imobilizado para uso fora do estabelecimento.","input","cfop_1550","normal",1
"cfop_1555","1555","Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento","Entrada de bem do ativo imobilizado de terceiro, remetido pa","Classificam-se neste código as entradas de bens do ativo imobilizado de terceiros, remetidos para uso no estabelecimento.","input","cfop_1550","normal",1
"cfop_1556","1556","Compra de material para uso ou consumo","Compra de material para uso ou consumo","Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.","input","cfop_1550","normal",1
"cfop_1557","1557","Transferência de material para uso ou consumo","Transferência de material para uso ou consumo","Classificam-se neste código as entradas de materiais para uso ou consumo recebidos em transferência de outro estabelecimento da mesma empresa.","input","cfop_1550","normal",1
"cfop_1600","1600","CRÉDITOS E RESSARCIMENTOS DE ICMS","CRÉDITOS E RESSARCIMENTOS DE ICMS",,"input","cfop_1000","view",1
"cfop_1601","1601","Recebimento, por transferência, de crédito de ICMS","Recebimento, por transferência, de crédito de ICMS","Classificam-se neste código os lançamentos destinados ao registro de créditos de ICMS, recebidos por transferência de outras empresas.","input","cfop_1600","normal",1
"cfop_1602","1602","Recebimento, por transferência, de saldo credor de ICMS de outro estabelecimento da mesma empresa, para compensação de saldo devedor de ICMS","Recebimento, por transferência, de saldo credor de ICMS de o","Classificam-se neste código os lançamentos destinados ao registro da transferência de saldos credores de ICMS recebidos de outros estabelecimentos da mesma empresa, destinados à compensação do saldo devedor do estabelecimento, inclusive no caso de apuração centralizada do imposto.","input","cfop_1600","normal",1
"cfop_1603","1603","Ressarcimento de ICMS retido por substituição tributária","Ressarcimento de ICMS retido por substituição tributária","Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, ou, ainda, quando o ressarcimento for apropriado pelo próprio contribuinte substituído, nas hipóteses previstas na legislação aplicável.","input","cfop_1600","normal",1
"cfop_1604","1604","Lançamento do crédito relativo à compra de bem para o ativo imobilizado","Lançamento do crédito relativo à compra de bem para o ativo ","Classificam-se neste código os lançamentos destinados ao registro da apropriação de crédito de bens do ativo imobilizado.","input","cfop_1600","normal",1
"cfop_1605","1605","Recebimento, por transferência, de saldo devedor de ICMS de outro estabelecimento da mesma empresa","Recebimento, por transferência, de saldo devedor de ICMS de ","Classificam-se neste código os lançamentos destinados ao registro da transferência de saldo devedor de ICMS recebido de outro estabelecimento da mesma empresa, para efetivação da apuração centralizada do imposto","input","cfop_1600","normal",1
"cfop_1650","1650","ENTRADAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO E LUBRIFICANTES","ENTRADAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO E LUB",,"input","cfop_1000","view",1
"cfop_1651","1651","Compra de combustível ou lubrificante para industrialização subseqüente","Compra de combustível ou lubrificante para industrialização ","Classificam-se neste código as compras de combustíveis ou lubrificantes a serem utilizados em processo de industrialização do próprio produto.","input","cfop_1650","normal",1
"cfop_1652","1652","Compra de combustível ou lubrificante para comercialização","Compra de combustível ou lubrificante para comercialização","Classificam-se neste código as compras de combustíveis ou lubrificantes a serem comercializados.","input","cfop_1650","normal",1
