"id","code","segment","item","name"
"cest_105200","01.052.00","01. Autopeças","52.0","Acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos"
"cest_105300","01.053.00","01. Autopeças","53.0","Acumuladores elétricos de chumbo, do tipo utilizado para o arranque dos motores de pistão"
"cest_105400","01.054.00","01. Autopeças","54.0","Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por centelha ou por compressão (por exemplo, magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque); geradores (dínamos e alternadores, por exemplo) e conjuntores-disjuntores utilizados com estes motores"
"cest_105500","01.055.00","01. Autopeças","55.0","Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 8539), limpadores de para-brisas, degeladores e desembaçadores (desembaciadores) elétricos e suas partes"
"cest_105500","01.055.00","01. Autopeças","55.0","Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 8539), limpadores de para-brisas, degeladores e desembaçadores (desembaciadores) elétricos e suas partes"
"cest_105500","01.055.00","01. Autopeças","55.0","Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 8539), limpadores de para-brisas, degeladores e desembaçadores (desembaciadores) elétricos e suas partes"
"cest_105600","01.056.00","01. Autopeças","56.0","Telefones móveis do tipo dos utilizados em veículos automóveis."
"cest_105700","01.057.00","01. Autopeças","57.0","Alto-falantes, amplificadores elétricos de audiofrequência e partes"
"cest_105800","01.058.00","01. Autopeças","58.0","Aparelhos elétricos de amplificação de som para veículos automotores"
"cest_105900","01.059.00","01. Autopeças","59.0","Aparelhos de reprodução de som"
"cest_106000","01.060.00","01. Autopeças","60.0","Aparelhos transmissores (emissores) de radiotelefonia ou radiotelegrafia (rádio receptor/transmissor)"
"cest_106000","01.060.00","01. Autopeças","60.0","Aparelhos transmissores (emissores) de radiotelefonia ou radiotelegrafia (rádio receptor/transmissor)"
"cest_106100","01.061.00","01. Autopeças","61.0","Aparelhos receptores de radiodifusão que só funcionam com fonte externa de energia, exceto os classificados na posição 8527.21.90"
"cest_106200","01.062.00","01. Autopeças","62.0","Outros aparelhos receptores de radiodifusão que funcionem como fonte externa de energia, dos tipos utilizados exclusivamente em veículos automotores"
"cest_106201","01.062.01","01. Autopeças","62.1","Outros aparelhos videofônicos de gravação ou de reprodução, mesmo incorporando um receptor de sinais videofônicos, dos tipos utilizados exclusivamente em veículos automotores"
"cest_106300","01.063.00","01. Autopeças","63.0","Antenas"
"cest_106400","01.064.00","01. Autopeças","64.0","Circuitos impressos"
"cest_106500","01.065.00","01. Autopeças","65.0","Interruptores e seccionadores e comutadores"
"cest_106500","01.065.00","01. Autopeças","65.0","Interruptores e seccionadores e comutadores"
"cest_106600","01.066.00","01. Autopeças","66.0","Fusíveis e corta-circuitos de fusíveis"
"cest_106700","01.067.00","01. Autopeças","67.0","Disjuntores"
"cest_106800","01.068.00","01. Autopeças","68.0","Relés"
"cest_106900","01.069.00","01. Autopeças","69.0","Partes reconhecíveis como exclusivas ou principalmente destinados aos aparelhos dos CEST 01.065.00, 01.066.00, 01.067.00 e 01.068.00"
"cest_107000","01.070.00","01. Autopeças","70.0","Faróis e projetores, em unidades seladas"
"cest_107100","01.071.00","01. Autopeças","71.0","Lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos"
"cest_107200","01.072.00","01. Autopeças","72.0","Cabos coaxiais e outros condutores elétricos coaxiais"
"cest_107300","01.073.00","01. Autopeças","73.0","Jogos de fios para velas de ignição e outros jogos de fios"
"cest_107400","01.074.00","01. Autopeças","74.0","Carroçarias para os veículos automóveis das posições 8701 a 8705, incluídas as cabinas"
"cest_107500","01.075.00","01. Autopeças","75.0","Partes e acessórios dos veículos automóveis das posições 8701 a 8705"
"cest_107600","01.076.00","01. Autopeças","76.0","Parte e acessórios de motocicletas (incluídos os ciclomotores)"
"cest_107700","01.077.00","01. Autopeças","77.0","Engates para reboques e semi-reboques"
"cest_107800","01.078.00","01. Autopeças","78.0","Medidores de nível; Medidores de vazão"
"cest_107900","01.079.00","01. Autopeças","79.0","Aparelhos para medida ou controle da pressão"
"cest_108000","01.080.00","01. Autopeças","80.0","Contadores, indicadores de velocidade e tacômetros, suas partes e acessórios"
"cest_108100","01.081.00","01. Autopeças","81.0","Amperímetros"
"cest_108200","01.082.00","01. Autopeças","82.0","Aparelhos digitais, de uso em veículos automóveis, para medida e indicação de múltiplas grandezas tais como: velocidade média, consumos instantâneo e médio e autonomia (computador de bordo)"
"cest_108300","01.083.00","01. Autopeças","83.0","Controladores eletrônicos"
"cest_108400","01.084.00","01. Autopeças","84.0","Relógios para painéis de instrumentos e relógios semelhantes"
"cest_108500","01.085.00","01. Autopeças","85.0","Assentos e partes de assentos"
"cest_108500","01.085.00","01. Autopeças","85.0","Assentos e partes de assentos"
"cest_108600","01.086.00","01. Autopeças","86.0","Acendedores"
"cest_108700","01.087.00","01. Autopeças","87.0","Tubos de borracha vulcanizada não endurecida, mesmo providos de seus acessórios"
"cest_108800","01.088.00","01. Autopeças","88.0","Juntas de vedação de cortiça natural e de amianto"
"cest_108800","01.088.00","01. Autopeças","88.0","Juntas de vedação de cortiça natural e de amianto"
"cest_108900","01.089.00","01. Autopeças","89.0","Papel-diagrama para tacógrafo, em disco"
"cest_109000","01.090.00","01. Autopeças","90.0","Fitas, tiras, adesivos, auto-colantes, de plástico, refletores, mesmo em rolos; placas metálicas com película de plástico refletora, próprias para colocação em carrocerias, para-choques de veículos de carga, motocicletas, ciclomotores, capacetes, bonés de agentes de trânsito e de condutores de veículos, atuando como dispositivos refletivos de segurança rodoviários"
"cest_109000","01.090.00","01. Autopeças","90.0","Fitas, tiras, adesivos, auto-colantes, de plástico, refletores, mesmo em rolos; placas metálicas com película de plástico refletora, próprias para colocação em carrocerias, para-choques de veículos de carga, motocicletas, ciclomotores, capacetes, bonés de agentes de trânsito e de condutores de veículos, atuando como dispositivos refletivos de segurança rodoviários"
"cest_109000","01.090.00","01. Autopeças","90.0","Fitas, tiras, adesivos, auto-colantes, de plástico, refletores, mesmo em rolos; placas metálicas com película de plástico refletora, próprias para colocação em carrocerias, para-choques de veículos de carga, motocicletas, ciclomotores, capacetes, bonés de agentes de trânsito e de condutores de veículos, atuando como dispositivos refletivos de segurança rodoviários"
"cest_109100","01.091.00","01. Autopeças","91.0","Cilindros pneumáticos"
"cest_109200","01.092.00","01. Autopeças","92.0","Bomba elétrica de lavador de para-brisa"
"cest_109200","01.092.00","01. Autopeças","92.0","Bomba elétrica de lavador de para-brisa"
"cest_109200","01.092.00","01. Autopeças","92.0","Bomba elétrica de lavador de para-brisa"
"cest_109300","01.093.00","01. Autopeças","93.0","Bomba de assistência de direção hidráulica"
"cest_109300","01.093.00","01. Autopeças","93.0","Bomba de assistência de direção hidráulica"
"cest_109400","01.094.00","01. Autopeças","94.0","Motoventiladores"
"cest_109400","01.094.00","01. Autopeças","94.0","Motoventiladores"
"cest_109500","01.095.00","01. Autopeças","95.0","Filtros de pólen do ar-condicionado"
"cest_109600","01.096.00","01. Autopeças","96.0","""Máquina"" de vidro elétrico de porta"
"cest_109700","01.097.00","01. Autopeças","97.0","Motor de limpador de para-brisa"
"cest_109800","01.098.00","01. Autopeças","98.0","Bobinas de reatância e de auto-indução"
"cest_109900","01.099.00","01. Autopeças","99.0","Baterias de chumbo e de níquel-cádmio"
"cest_109900","01.099.00","01. Autopeças","99.0","Baterias de chumbo e de níquel-cádmio"
"cest_110000","01.100.00","01. Autopeças","100.0","Aparelhos de sinalização acústica (buzina)"
"cest_110100","01.101.00","01. Autopeças","101.0","Instrumentos para regulação de grandezas não elétricas"
"cest_110100","01.101.00","01. Autopeças","101.0","Instrumentos para regulação de grandezas não elétricas"
"cest_110200","01.102.00","01. Autopeças","102.0","Analisadores de gases ou de fumaça (sonda lambda)"
"cest_110300","01.103.00","01. Autopeças","103.0","Perfilados de borracha vulcanizada não endurecida"
"cest_110400","01.104.00","01. Autopeças","104.0","Artefatos de pasta de fibra de uso automotivo"
"cest_110500","01.105.00","01. Autopeças","105.0","Tapetes/carpetes - nailón"
"cest_110600","01.106.00","01. Autopeças","106.0","Tapetes de matérias têxteis sintéticas"
"cest_110700","01.107.00","01. Autopeças","107.0","Forração interior capacete"
"cest_110800","01.108.00","01. Autopeças","108.0","Outros para-brisas"
"cest_110900","01.109.00","01. Autopeças","109.0","Moldura com espelho"
"cest_111000","01.110.00","01. Autopeças","110.0","Corrente de transmissão"
"cest_111100","01.111.00","01. Autopeças","111.0","Corrente transmissão"
"cest_111200","01.112.00","01. Autopeças","112.0","Outras correntes de transmissão"
"cest_111300","01.113.00","01. Autopeças","113.0","Condensador tubular metálico"
"cest_111400","01.114.00","01. Autopeças","114.0","Trocadores de calor"
"cest_111500","01.115.00","01. Autopeças","115.0","Partes de aparelhos mecânicos de pulverizar ou dispersar"
"cest_111600","01.116.00","01. Autopeças","116.0","Macacos manuais para veículos"
"cest_111700","01.117.00","01. Autopeças","117.0","Caçambas, pás, ganchos e tenazes para máquinas rodoviárias"
"cest_111800","01.118.00","01. Autopeças","118.0","Geradores de corrente alternada de potência não superior a 75 kva"
"cest_111900","01.119.00","01. Autopeças","119.0","Aparelhos elétricos para alarme de uso automotivo"
"cest_112000","01.120.00","01. Autopeças","120.0","Bússolas"
"cest_112100","01.121.00","01. Autopeças","121.0","Indicadores de temperatura"
"cest_112200","01.122.00","01. Autopeças","122.0","Partes de indicadores de temperatura"
"cest_112300","01.123.00","01. Autopeças","123.0","Partes de aparelhos de medida ou controle"
"cest_112400","01.124.00","01. Autopeças","124.0","Termostatos"
"cest_112500","01.125.00","01. Autopeças","125.0","Instrumentos e aparelhos para regulação"
"cest_112600","01.126.00","01. Autopeças","126.0","Pressostatos"
"cest_112700","01.127.00","01. Autopeças","127.0","Peças para reboques e semi-reboques, exceto os itens classificados no CEST 01.077.00"
"cest_112800","01.128.00","01. Autopeças","128.0","Geradores de ar quente a combustível líquido, com capacidade superior ou igual a 1.500 kcal/h, mas inferior ou igual a 10.400 kcal/h, do tipo dos utilizados em veículos automóveis"
"cest_199900","01.999.00","01. Autopeças","128.0","Outras peças, partes e acessórios para veículos automotores não relacionados nos demais itens deste anexo"
"cest_200100","02.001.00","02. Bebidas alcoólicas, exceto cerveja e chope","1.0","Aperitivos, amargos, bitter e similares"
"cest_200100","02.001.00","02. Bebidas alcoólicas, exceto cerveja e chope","1.0","Aperitivos, amargos, bitter e similares"
"cest_200200","02.002.00","02. Bebidas alcoólicas, exceto cerveja e chope","2.0","Batida e similares"
"cest_200300","02.003.00","02. Bebidas alcoólicas, exceto cerveja e chope","3.0","Bebida ice"
"cest_200400","02.004.00","02. Bebidas alcoólicas, exceto cerveja e chope","4.0","Cachaça e aguardentes"
"cest_200400","02.004.00","02. Bebidas alcoólicas, exceto cerveja e chope","4.0","Cachaça e aguardentes"
"cest_200500","02.005.00","02. Bebidas alcoólicas, exceto cerveja e chope","5.0","Catuaba e similares"
"cest_200500","02.005.00","02. Bebidas alcoólicas, exceto cerveja e chope","5.0","Catuaba e similares"
"cest_200500","02.005.00","02. Bebidas alcoólicas, exceto cerveja e chope","5.0","Catuaba e similares"
"cest_200600","02.006.00","02. Bebidas alcoólicas, exceto cerveja e chope","6.0","Conhaque, brandy e similares"
"cest_200700","02.007.00","02. Bebidas alcoólicas, exceto cerveja e chope","7.0","Cooler"
"cest_200700","02.007.00","02. Bebidas alcoólicas, exceto cerveja e chope","7.0","Cooler"
"cest_200800","02.008.00","02. Bebidas alcoólicas, exceto cerveja e chope","8.0","Gim (gin) e genebra"
"cest_200900","02.009.00","02. Bebidas alcoólicas, exceto cerveja e chope","9.0","Jurubeba e similares"
"cest_200900","02.009.00","02. Bebidas alcoólicas, exceto cerveja e chope","9.0","Jurubeba e similares"
"cest_200900","02.009.00","02. Bebidas alcoólicas, exceto cerveja e chope","9.0","Jurubeba e similares"
"cest_201000","02.010.00","02. Bebidas alcoólicas, exceto cerveja e chope","10.0","Licores e similares"
"cest_201100","02.011.00","02. Bebidas alcoólicas, exceto cerveja e chope","11.0","Pisco"
"cest_201200","02.012.00","02. Bebidas alcoólicas, exceto cerveja e chope","12.0","Rum"
"cest_201300","02.013.00","02. Bebidas alcoólicas, exceto cerveja e chope","13.0","Saque"
"cest_201400","02.014.00","02. Bebidas alcoólicas, exceto cerveja e chope","14.0","Steinhaeger"
"cest_201500","02.015.00","02. Bebidas alcoólicas, exceto cerveja e chope","15.0","Tequila"
"cest_201600","02.016.00","02. Bebidas alcoólicas, exceto cerveja e chope","16.0","Uísque"
"cest_201700","02.017.00","02. Bebidas alcoólicas, exceto cerveja e chope","17.0","Vermute e similares"
"cest_201800","02.018.00","02. Bebidas alcoólicas, exceto cerveja e chope","18.0","Vodka"
"cest_201900","02.019.00","02. Bebidas alcoólicas, exceto cerveja e chope","19.0","Derivados de vodka"
"cest_202000","02.020.00","02. Bebidas alcoólicas, exceto cerveja e chope","20.0","Arak"
"cest_202100","02.021.00","02. Bebidas alcoólicas, exceto cerveja e chope","21.0","Aguardente vínica / grappa"
"cest_202200","02.022.00","02. Bebidas alcoólicas, exceto cerveja e chope","22.0","Sidra e similares"
"cest_202300","02.023.00","02. Bebidas alcoólicas, exceto cerveja e chope","23.0","Sangrias e coquetéis"
"cest_202300","02.023.00","02. Bebidas alcoólicas, exceto cerveja e chope","23.0","Sangrias e coquetéis"
"cest_202300","02.023.00","02. Bebidas alcoólicas, exceto cerveja e chope","23.0","Sangrias e coquetéis"
"cest_202400","02.024.00","02. Bebidas alcoólicas, exceto cerveja e chope","24.0","Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas."
"cest_299900","02.999.00","02. Bebidas alcoólicas, exceto cerveja e chope","999.0","Outras bebidas alcoólicas não especificadas nos itens anteriores"
"cest_299900","02.999.00","02. Bebidas alcoólicas, exceto cerveja e chope","999.0","Outras bebidas alcoólicas não especificadas nos itens anteriores"
"cest_299900","02.999.00","02. Bebidas alcoólicas, exceto cerveja e chope","999.0","Outras bebidas alcoólicas não especificadas nos itens anteriores"
"cest_299900","02.999.00","02. Bebidas alcoólicas, exceto cerveja e chope","999.0","Outras bebidas alcoólicas não especificadas nos itens anteriores"
"cest_300100","03.001.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","1.0","Água mineral, gasosa ou não, ou potável, naturais, em garrafa de vidro, retornável ou não, com capacidade de até 500 ml"
"cest_300200","03.002.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","2.0","Água mineral, gasosa ou não, ou potável, naturais, em embalagem com capacidade igual ou superior a 5.000 ml"
"cest_300300","03.003.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","3.0","Água mineral, gasosa ou não, ou potável, naturais, em embalagem de vidro, não retornável, com capacidade de até 300 ml"
"cest_300400","03.004.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","4.0","Água mineral, gasosa ou não, ou potável, naturais, em garrafa plástica de 1.500 ml"
"cest_300500","03.005.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","5.0","Água mineral, gasosa ou não, ou potável, naturais, em copos plásticos e embalagem plástica com capacidade de até 500 ml"
"cest_300600","03.006.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","6.0","Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas"
"cest_300700","03.007.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","7.0","Águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente, exceto os refrescos e refrigerantes"
"cest_300800","03.008.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","8.0","Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente"
"cest_301000","03.010.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","10.0","Refrigerante em garrafa com capacidade igual ou superior a 600 ml"
"cest_301100","03.011.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","11.0","Demais refrigerantes"
"cest_301200","03.012.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","12.0","Xarope ou extrato concentrado destinados ao preparo de refrigerante em máquina ""pré-mix""ou ""post-mix"""
"cest_301300","03.013.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","13.0","Bebidas energéticas em embalagem com capacidade inferior a 600ml"
"cest_301300","03.013.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","13.0","Bebidas energéticas em embalagem com capacidade inferior a 600ml"
"cest_301400","03.014.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","14.0","Bebidas energéticas em embalagem com capacidade igual ou superior a 600ml"
"cest_301400","03.014.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","14.0","Bebidas energéticas em embalagem com capacidade igual ou superior a 600ml"
"cest_301500","03.015.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","15.0","Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade inferior a 600ml"
"cest_301500","03.015.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","15.0","Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade inferior a 600ml"
"cest_301600","03.016.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","16.0","Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade igual ou superior a 600ml"
"cest_301600","03.016.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","16.0","Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade igual ou superior a 600ml"
"cest_302100","03.021.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","21.0","Cerveja"
"cest_302200","03.022.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","22.0","Cerveja sem álcool"
"cest_302300","03.023.00","03. Cervejas, chopes, refrigerantes, águas e outras bebidas","23.0","Chope"
"cest_400100","04.001.00","04. Cigarros e outros produtos derivados do fumo","1.0","Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos"
"cest_400200","04.002.00","04. Cigarros e outros produtos derivados do fumo","2.0","Tabaco para fumar, mesmo contendo sucedâneos de tabaco em qualquer proporção"
"cest_500100","05.001.00","05. Cimentos","1.0","Cimento"
"cest_600100","06.001.00","06. Combustíveis e lubrificantes","1.0","Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol (álcool etílico anidro combustível e álcool etílico hidratado combustível)"
"cest_600200","06.002.00","06. Combustíveis e lubrificantes","2.0","Gasolinas, exceto de aviação"
"cest_600300","06.003.00","06. Combustíveis e lubrificantes","3.0","Gasolina de aviação"
"cest_600400","06.004.00","06. Combustíveis e lubrificantes","4.0","Querosenes, exceto de aviação"
"cest_600500","06.005.00","06. Combustíveis e lubrificantes","5.0","Querosene de aviação"
"cest_600600","06.006.00","06. Combustíveis e lubrificantes","6.0","Óleos combustíveis"
"cest_600700","06.007.00","06. Combustíveis e lubrificantes","7.0","Óleos lubrificantes"
"cest_600800","06.008.00","06. Combustíveis e lubrificantes","8.0","Outros óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70% ou mais, em peso, de óleos de petróleo ou de inerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos"
"cest_600900","06.009.00","06. Combustíveis e lubrificantes","9.0","Resíduos de óleos"
"cest_601000","06.010.00","06. Combustíveis e lubrificantes","10.0","Gás de petróleo e outros hidrocarbonetos gasosos, exceto GLP, GLGN e Gás Natural"
"cest_601100","06.011.00","06. Combustíveis e lubrificantes","11.0","Gás Liquefeito de Petróleo (GLP)"
"cest_601200","06.012.00","06. Combustíveis e lubrificantes","12.0","Gás Liquefeito de Gás Natural (GLGN)"
"cest_601300","06.013.00","06. Combustíveis e lubrificantes","13.0","Gás Natural"
"cest_601400","06.014.00","06. Combustíveis e lubrificantes","14.0","Coque de petróleo e outros resíduos de óleo de petróleo ou de minerais betuminosos"
"cest_601500","06.015.00","06. Combustíveis e lubrificantes","15.0","Biodiesel e suas misturas, que não contenham ou que contenham menos de 70%, em peso, de óleos de petróleo ou de óleos minerais betuminosos"
"cest_601600","06.016.00","06. Combustíveis e lubrificantes","16.0","Preparações lubrificantes, exceto as contendo, como constituintes de base, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos"
